,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-07-03,JEQ,abrdn Japan Equity Fund,Equity-Asia Equity,6.1,6.89,-0.11470000000000001
1,2023-07-03,CHN,China Fund,Equity-Asia Equity,11.3,13.09,-0.1367
2,2023-07-03,IFN,The India Fund Inc,Equity-Asia Equity,16.6,16.75,-0.009000000000000001
3,2023-07-03,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.22,8.61,-0.16140000000000002
4,2023-07-03,KF,Korea Fund,Equity-Asia Equity,23.4899,26.98,-0.1294
5,2023-07-03,IIF,Morgan Stanley India Investment,Equity-Asia Equity,21.75,26.54,-0.1805
6,2023-07-03,CAF,Morgan Stanley China A Share,Equity-Asia Equity,12.72,15.79,-0.19440000000000002
7,2023-07-03,TWN,Taiwan Fund,Equity-Asia Equity,31.9699,39.33,-0.18710000000000002
8,2023-07-03,TDF,Templeton Dragon,Equity-Asia Equity,9.24,10.81,-0.1452
9,2023-07-03,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.09,7.09,-0.141
10,2023-07-03,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,14.98,15.2,-0.014499999999999999
11,2023-07-03,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,7.85,8.07,-0.0273
12,2023-07-03,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,10.93,10.95,-0.0018
13,2023-07-03,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.09,18.92,-0.043899999999999995
14,2023-07-03,DIAX,Nuveen Dow 30 Dynamic Overwrite,Equity-Covered-Call Funds,14.14,15.8,-0.1051
15,2023-07-03,NFJ,AllianzGI Div Interest &amp; Prem Common,Equity-Covered-Call Funds,12.24,14.19,-0.1374
16,2023-07-03,IGA,Voya Global Advantage and Premium Opp Fd,Equity-Covered-Call Funds,8.33,9.74,-0.1448
17,2023-07-03,IGD,Voya Global Equity Dividend&amp;Prm Opp Fd,Equity-Covered-Call Funds,5.23,5.82,-0.1014
18,2023-07-03,MCN,Madison Covered Call &amp; Eq Strat,Equity-Covered-Call Funds,7.43,7.21,0.0305
19,2023-07-03,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite,Equity-Covered-Call Funds,25.08,24.3,0.0321
20,2023-07-03,BXMX,Nuveen S&amp;P 500 Buy-Write Income,Equity-Covered-Call Funds,13.4,13.77,-0.0269
