,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-07-20,JEQ,abrdn Japan Equity Fund,Equity-Asia Equity,5.93,6.85,-0.1343
1,2023-07-20,IFN,The India Fund Inc,Equity-Asia Equity,17.06,17.03,0.0018
2,2023-07-20,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.29,8.76,-0.1678
3,2023-07-20,IIF,Morgan Stanley India Investment,Equity-Asia Equity,22.29,27.41,-0.1868
4,2023-07-20,CAF,Morgan Stanley China A Share,Equity-Asia Equity,12.68,15.84,-0.19949999999999998
5,2023-07-20,TDF,Templeton Dragon,Equity-Asia Equity,9.2,10.84,-0.15130000000000002
6,2023-07-20,TWN,Taiwan Fund,Equity-Asia Equity,32.9294,40.31,-0.1565
7,2023-07-20,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.13,7.2,-0.145
8,2023-07-20,KF,Korea Fund,Equity-Asia Equity,23.29,27.93,-0.1525
9,2023-07-20,CHN,China Fund,Equity-Asia Equity,11.14,13.13,-0.1478
10,2023-07-20,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,15.33,15.63,-0.0134
11,2023-07-20,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,8.45,8.85,-0.028200000000000003
12,2023-07-20,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,11.2,11.59,-0.0164
13,2023-07-20,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.74,19.88,-0.0478
14,2023-07-20,STK,Columbia Seligman Premium Technology Gr,Equity-Covered-Call Funds,30.07,28.03,0.0728
15,2023-07-20,EOI,Eaton Vance Enhanced Equity Income,Equity-Covered-Call Funds,16.77,16.85,-0.0047
16,2023-07-20,ETB,Eaton Vance Tax-Managed Buy-Write Income,Equity-Covered-Call Funds,13.86,14.35,-0.0341
17,2023-07-20,ETV,Eaton Vance Tax-Managed Buy-Write Opp,Equity-Covered-Call Funds,13.25,13.3,-0.0038
18,2023-07-20,BOE,BlackRock Enhanced Glbl Div Trust,Equity-Covered-Call Funds,10.17,11.76,-0.1352
19,2023-07-20,BDJ,BlackRock Enhanced Dividend Achievers,Equity-Covered-Call Funds,8.34,8.99,-0.0723
20,2023-07-20,BGY,BlackRock Enhanced Intl Div Trust,Equity-Covered-Call Funds,5.48,6.27,-0.126
21,2023-07-20,CII,BlackRock Enhanced Capital and Income,Equity-Covered-Call Funds,18.81,19.34,-0.0274
22,2023-07-20,MCN,Madison Covered Call &amp; Eq Strat,Equity-Covered-Call Funds,7.59,7.35,0.0327
23,2023-07-20,BXMX,Nuveen S&amp;P 500 Buy-Write Income,Equity-Covered-Call Funds,13.52,13.89,-0.026600000000000002
24,2023-07-20,SPXX,Nuveen S&amp;P 500 Dynamic Overwrite,Equity-Covered-Call Funds,15.84,16.48,-0.0388
25,2023-07-20,GNT,"GAMCO Natural Resources, Gold &amp; Inc Tr",Equity-Covered-Call Funds,5.165,6.21,-0.16829999999999998
26,2023-07-20,ETJ,Eaton Vance Risk-Mgd Divers Eq Inc,Equity-Covered-Call Funds,8.37,8.66,-0.0335
27,2023-07-20,FFA,First Trust Enhanced Equity Income,Equity-Covered-Call Funds,17.88,18.48,-0.0325
28,2023-07-20,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite,Equity-Covered-Call Funds,24.59,24.86,0.0041
29,2023-07-20,ETW,Eaton Vance Tx-Mgd Glbl Buy-Write Opp,Equity-Covered-Call Funds,8.35,9.22,-0.08839999999999999
30,2023-07-20,EXG,Eaton Vance Tax-Mgd Glb Divrs Equity Inc,Equity-Covered-Call Funds,8.03,8.87,-0.0906
31,2023-07-20,EOS,Eaton Vance Enhanced Equity Income II,Equity-Covered-Call Funds,18.32,19.18,-0.030699999999999998
32,2023-07-20,ETY,Eaton Vance Tax-Managed Divrs Equity Inc,Equity-Covered-Call Funds,12.61,12.66,0.0
33,2023-07-20,DIAX,Nuveen Dow 30 Dynamic Overwrite,Equity-Covered-Call Funds,14.21,15.96,-0.1065
34,2023-07-20,NFJ,AllianzGI Div Interest &amp; Prem Common,Equity-Covered-Call Funds,12.53,14.74,-0.1465
35,2023-07-20,IGA,Voya Global Advantage and Premium Opp Fd,Equity-Covered-Call Funds,8.44,9.79,-0.1389
36,2023-07-20,IGD,Voya Global Equity Dividend&amp;Prm Opp Fd,Equity-Covered-Call Funds,5.17,5.87,-0.121
37,2023-07-20,EMF,Templeton Emerging Markets,Equity-Emerging Market Equity,12.24,14.06,-0.1294
38,2023-07-20,CEE,The Central and Eastern Europe Fund,Equity-Emerging Market Equity,8.98,8.94,0.0045000000000000005
39,2023-07-20,AEF,abrdn Emerging Markets Equity Inc,Equity-Emerging Market Equity,5.31,6.13,-0.1338
