,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
0,IFN,-0.0547,12.92461,13.67222,0.38999999999999996,-15.75,1,Morningstar US CEF Asia Equity,1,abrdn Asia Limited,True,11.41,-0.35000000000000003,12.07,2026-05-21T00:00:00,454089103,"Aberdeen India Fund, Inc",2026-05-21,XIFNX,Equity-Asia Equity,0.28,479.062,,Quarterly,-0.05353,0.38999999999999996,15.0,,,,1.36,,506.773,True,False,False,False,True,False,,4.84,4.01,3.24,4.68,-12.32,-9.28,,,-12.5,1906410,,,,,,,14.24192,-5.2509,-0.14,-0.12,-0.32,2026-05-21T00:00:00,1994-02-23T00:00:00,2/23/1994,761961600,2026-05-21T00:00:00
1,FAX,-0.050300000000000004,12.76596,13.44196,0.16499999999999998,6.21,13,Morningstar US CEF Global Income,1,abrdn Asia Limited,True,14.73,0.03,15.51,2026-05-21T00:00:00,003009867,abrdn Asia-Pacific Income Fund Inc,2026-05-21,XFAPX,Fixed Income - Taxable-Global Income,38.61,643.278,,Monthly,0.50096,0.16499999999999998,10.0,6.3217,,,4.22,,1103.342,True,False,True,False,True,False,,5.28,10.2,-1.21,0.98,-0.34,2.19,,,10.04,1741870,,,,,7.83,4.71,15.60391,-5.17497,0.08,0.49,0.5700000000000001,2026-05-21T00:00:00,1986-04-24T00:00:00,4/24/1986,514684800,2026-05-22T00:00:00
2,IAF,-0.1016,10.23454,11.39241,0.36,12.66,9,Morningstar US CEF Single Country Equity,1,abrdn Asia Limited,True,12.64,-0.25,14.07,2026-05-21T00:00:00,003011111,abrdn Australia Equity Fund Inc,2026-05-21,XIAFX,Equity-Single-Country Equity,6.92,118.713,,Quarterly,0.07433000000000001,0.36,10.125,,,,1.9900000000000002,,141.963,True,False,False,False,True,False,,9.3,11.11,5.02,3.13,3.43,2.65,,,15.24,217440,,,,,,,13.28383,-9.92073,-0.18,0.4,-0.35000000000000003,2026-05-21T00:00:00,1985-12-12T00:00:00,12/12/1985,503193600,2026-05-21T00:00:00
3,AEF,-0.08410000000000001,8.21114,8.96478,0.21,81.18,4,Morningstar US CEF Emerging Market Equity,3,abrdn Investments Limited,True,9.37,0.11,10.23,2026-05-21T00:00:00,00301W105,abrdn Emerging Markets ex-China Fund,2026-05-21,XAEFX,Equity-Emerging Market Equity,6.1,380.435,,Quarterly,0.00111,0.21,15.0,,,,1.8599999999999999,,442.353,True,True,True,False,True,False,,27.42,33.0,7.3,10.31,31.03,34.77,,,97.37,1462260,,,,,,,7.03602,-9.78268,0.8300000000000001,0.25,0.35000000000000003,2026-05-21T00:00:00,1989-09-25T00:00:00,9/25/1989,622684800,2026-03-24T00:00:00
4,AGD,0.022000000000000002,11.74551,11.49242,0.12,29.56,5,Morningstar US CEF Global Equity,3,abrdn Investments Limited,True,12.53,0.03,12.26,2026-05-21T00:00:00,00302M106,abrdn Global Dynamic Dividend,2026-05-21,XAGDX,Equity-Global Equity,1.62,311.773,,Monthly,0.41014,0.12,20.0,,,,1.29,,310.081,True,True,True,False,True,False,,14.11,21.07,7.76,11.12,8.67,9.38,,,38.11,1219500,,,,,,,11.77816,1.51497,0.14,0.87,0.58,2026-05-21T00:00:00,2006-07-26T00:00:00,7/26/2006,1153872000,2026-05-21T00:00:00
5,ASGI,0.06280000000000001,12.20159,11.48087,0.22999999999999998,25.63,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,24.04,-0.17,22.62,2026-05-21T00:00:00,00326W106,abrdn Global Infrastructure Income Fund,2026-05-21,XAGIX,Fixed Income - Taxable-Global Income,0.81,760.199,,Monthly,0.2218,0.22999999999999998,20.0,,,,2.16,,721.134,True,True,True,False,True,False,,13.6,23.3,9.27,14.15,11.78,11.31,,,43.2,1727910,,,,,,,21.88264,0.78724,1.45,0.9,1.02,2026-05-21T00:00:00,2020-07-28T00:00:00,7/28/2020,1595894400,2026-05-21T00:00:00
6,AWP,-0.0043,12.25532,12.307690000000001,0.12,18.91,7,Morningstar US CEF Real Estate,2,abrdn Inc.,True,11.7,-0.2,11.75,2026-05-21T00:00:00,00302L207,abrdn Global Premier Properties,2026-05-21,XAWPX,Equity-Real Estate,8.05,350.288,,Monthly,0.02621,0.12,20.0,,,,2.27,,382.587,True,False,False,False,True,False,,9.67,12.99,0.78,1.87,10.59,8.19,,,16.96,1168920,,,,,,,11.78324,1.58404,-1.76,-0.88,-1.31,2026-05-21T00:00:00,2007-04-26T00:00:00,4/26/2007,1177545600,2026-05-21T00:00:00
7,HQH,-0.0449,11.89664,12.45533,0.61,30.06,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,19.59,-0.41000000000000003,20.51,2026-05-21T00:00:00,87911J103,abrdn Healthcare Investors,2026-05-21,XHQHX,Equity-Sector Equity,1.1,1120.396,,Quarterly,-0.04542,0.61,10.0,,,,1.11,,1173.013,True,True,True,False,True,False,,11.85,17.78,5.48,6.3,3.01,8.15,,,38.74,1795550,,,,,,,17.97766,-7.9967,1.81,1.11,1.32,2026-05-21T00:00:00,1987-04-23T00:00:00,4/23/1987,546134400,2026-05-21T00:00:00
8,THQ,0.0336,12.0873,11.69464,0.18,5.84,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,18.47,-0.16,17.87,2026-05-21T00:00:00,879105104,abrdn Healthcare Opportunities Fund,2026-05-21,XTHQX,Equity-Sector Equity,23.3,765.54,,Monthly,-0.04983,0.18,20.0,4.2456,,,3.02,,965.671,True,True,True,False,True,False,,3.98,10.31,3.15,4.73,-1.85,1.56,,,8.59,1832280,,,,,7.72,,18.09029,-0.58162,1.31,1.27,1.19,2026-05-21T00:00:00,2014-07-28T00:00:00,7/28/2014,1406505600,2026-05-21T00:00:00
9,ACP,-0.0453,16.84783,17.64706,0.0775,11.15,19,Morningstar US CEF Senior Loans,3,abrdn Investments Limited,True,5.27,-0.12,5.52,2026-05-21T00:00:00,003057106,abrdn Income Credit Strategies Fund,2026-05-21,XACPX,Fixed Income - Taxable-Senior Loans,30.22,661.23,,Monthly,0.24096,0.0775,20.0,8.1685,,,3.94,,992.598,True,False,True,False,True,False,,9.79,10.7,1.75,-0.13,3.36,6.63,,,14.64,5550480,,,98.4994,,4.59,3.14,5.61667,-4.73092,0.13,0.8200000000000001,0.53,2026-05-21T00:00:00,2011-01-27T00:00:00,1/27/2011,1296086400,2026-05-21T00:00:00
