,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-07-25,JEQ,abrdn Japan Equity Fund,Equity-Asia Equity,5.96,6.9,-0.1362
1,2023-07-25,CHN,China Fund,Equity-Asia Equity,11.63,13.64,-0.1474
2,2023-07-25,IFN,The India Fund Inc,Equity-Asia Equity,17.03,17.0,0.0018
3,2023-07-25,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.36,8.85,-0.1684
4,2023-07-25,KF,Korea Fund,Equity-Asia Equity,23.77,27.87,-0.1471
5,2023-07-25,IIF,Morgan Stanley India Investment,Equity-Asia Equity,22.4,27.46,-0.1843
6,2023-07-25,CAF,Morgan Stanley China A Share,Equity-Asia Equity,13.1,16.25,-0.1938
7,2023-07-25,TWN,Taiwan Fund,Equity-Asia Equity,34.175,41.45,-0.17550000000000002
8,2023-07-25,TDF,Templeton Dragon,Equity-Asia Equity,9.54,11.18,-0.1467
9,2023-07-25,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.2,7.23,-0.1425
10,2023-07-25,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.79,19.68,-0.0452
11,2023-07-25,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,15.3,15.54,-0.0154
12,2023-07-25,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,8.45,8.68,-0.0265
13,2023-07-25,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,11.41,11.48,-0.0060999999999999995
14,2023-07-25,DIAX,Nuveen Dow 30 Dynamic Overwrite,Equity-Covered-Call Funds,14.33,16.12,-0.111
15,2023-07-25,NFJ,AllianzGI Div Interest &amp; Prem Common,Equity-Covered-Call Funds,12.71,14.84,-0.1435
16,2023-07-25,IGA,Voya Global Advantage and Premium Opp Fd,Equity-Covered-Call Funds,8.51,9.87,-0.1378
17,2023-07-25,IGD,Voya Global Equity Dividend&amp;Prm Opp Fd,Equity-Covered-Call Funds,5.21,5.91,-0.1184
18,2023-07-25,MCN,Madison Covered Call &amp; Eq Strat,Equity-Covered-Call Funds,7.5600000000000005,7.41,0.0202
19,2023-07-25,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite,Equity-Covered-Call Funds,24.66,24.58,0.0033
20,2023-07-25,BXMX,Nuveen S&amp;P 500 Buy-Write Income,Equity-Covered-Call Funds,13.57,13.93,-0.0258
21,2023-07-25,SPXX,Nuveen S&amp;P 500 Dynamic Overwrite,Equity-Covered-Call Funds,15.83,16.52,-0.0418
22,2023-07-25,FFA,First Trust Enhanced Equity Income,Equity-Covered-Call Funds,18.21,18.67,-0.0246
23,2023-07-25,GNT,"GAMCO Natural Resources, Gold &amp; Inc Tr",Equity-Covered-Call Funds,5.29,6.29,-0.159
24,2023-07-25,STK,Columbia Seligman Premium Technology Gr,Equity-Covered-Call Funds,30.29,28.48,0.0636
25,2023-07-25,EOI,Eaton Vance Enhanced Equity Income,Equity-Covered-Call Funds,16.68,16.83,-0.0089
26,2023-07-25,EOS,Eaton Vance Enhanced Equity Income II,Equity-Covered-Call Funds,18.14,18.91,-0.0407
27,2023-07-25,ETY,Eaton Vance Tax-Managed Divrs Equity Inc,Equity-Covered-Call Funds,12.42,12.58,-0.0127
28,2023-07-25,ETB,Eaton Vance Tax-Managed Buy-Write Income,Equity-Covered-Call Funds,13.82,14.32,-0.0349
29,2023-07-25,ETV,Eaton Vance Tax-Managed Buy-Write Opp,Equity-Covered-Call Funds,13.16,13.26,-0.0075
30,2023-07-25,ETW,Eaton Vance Tx-Mgd Glbl Buy-Write Opp,Equity-Covered-Call Funds,8.31,9.13,-0.0898
31,2023-07-25,EXG,Eaton Vance Tax-Mgd Glb Divrs Equity Inc,Equity-Covered-Call Funds,8.05,8.82,-0.0873
32,2023-07-25,ETJ,Eaton Vance Risk-Mgd Divers Eq Inc,Equity-Covered-Call Funds,8.33,8.62,-0.0336
33,2023-07-25,BOE,BlackRock Enhanced Glbl Div Trust,Equity-Covered-Call Funds,10.18,11.77,-0.1351
34,2023-07-25,BDJ,BlackRock Enhanced Dividend Achievers,Equity-Covered-Call Funds,8.34,9.01,-0.07440000000000001
35,2023-07-25,BGY,BlackRock Enhanced Intl Div Trust,Equity-Covered-Call Funds,5.5,6.25,-0.12
36,2023-07-25,CII,BlackRock Enhanced Capital and Income,Equity-Covered-Call Funds,18.68,19.43,-0.038599999999999995
37,2023-07-25,AEF,abrdn Emerging Markets Equity Inc,Equity-Emerging Market Equity,5.37,6.23,-0.138
38,2023-07-25,CEE,The Central and Eastern Europe Fund,Equity-Emerging Market Equity,9.05,8.97,0.0089
39,2023-07-25,MXE,Mexico Equity &amp; Income,Equity-Emerging Market Equity,10.425,14.5,-0.281
40,2023-07-25,MXF,Mexico Fund,Equity-Emerging Market Equity,17.48,22.14,-0.21050000000000002
41,2023-07-25,IHD,Voya Emerging Markets High Div Eq Fd,Equity-Emerging Market Equity,5.3,6.19,-0.1438
42,2023-07-25,EMF,Templeton Emerging Markets,Equity-Emerging Market Equity,12.4299,14.3,-0.1308
43,2023-07-25,IDE,Voya Infrastructure Industrials&amp;Matls Fd,Equity-Global Equity,10.21,11.79,-0.134
44,2023-07-25,EOD,Allspring Global Dividend Opp Fd,Equity-Global Equity,4.45,5.0,-0.11
45,2023-07-25,RGT,Royce Global ValueTrust Fund,Equity-Global Equity,9.43,11.26,-0.1625
46,2023-07-25,LGI,Lazard Global Total Return and Income,Equity-Global Equity,15.7,17.95,-0.1253
47,2023-07-25,GGZ,Gabelli Global Small &amp; Mid Cap Value Tru,Equity-Global Equity,12.23,14.5,-0.1566
48,2023-07-25,EEA,European Equity Fund,Equity-Global Equity,8.72,10.31,-0.1542
49,2023-07-25,FDEU,First Trust Dynamic Europe Equity Income,Equity-Global Equity,13.67,14.3,-0.0441
50,2023-07-25,HEQ,John Hancock Hedged Equity &amp; Income Fund,Equity-Global Equity,10.98,11.75,-0.0655
51,2023-07-25,HTY,JH Tax Advantaged Global Shareholder Yld,Equity-Global Equity,4.82,5.51,-0.1252
52,2023-07-25,GLQ,Clough Global Equity,Equity-Global Equity,6.27,7.44,-0.1573
53,2023-07-25,CPZ,Calamos L/S Equity &amp; Dynamic Inc Trust,Equity-Global Equity,15.7,18.2,-0.1374
54,2023-07-25,ETG,Eaton Vance Tax Adv Global Dividend Inc,Equity-Global Equity,17.19,18.94,-0.0924
55,2023-07-25,AOD,abrdn Total Dynamic Dividend,Equity-Global Equity,8.39,9.7,-0.1351
56,2023-07-25,AGD,abrdn Global Dynamic Dividend,Equity-Global Equity,9.71,11.19,-0.1323
57,2023-07-25,SRV,NXG Cushing Midstream Energy Fund,Equity-MLP,39.83,38.81,0.0263
58,2023-07-25,CEN,Center Coast Brookfield MLP &amp; NRG Inf Fd,Equity-MLP,20.49,21.41,-0.043
59,2023-07-25,CEM,ClearBridge MLP and Midstream,Equity-MLP,36.44,43.22,-0.15689999999999998
60,2023-07-25,EMO,ClearBridge Energy Midstream Opportunity,Equity-MLP,31.74,36.63,-0.1335
61,2023-07-25,CTR,ClearBridge MLP and Midstream TR,Equity-MLP,33.31,38.66,-0.1384
62,2023-07-25,FIF,First Trust Energy Infrastructure,Equity-MLP,15.6001,17.77,-0.12210000000000001
63,2023-07-25,FEN,First Trust Energy Income And Growth,Equity-MLP,13.95,15.66,-0.1092
64,2023-07-25,FEI,First Trust MLP and Energy Income Fund,Equity-MLP,8.1,9.45,-0.1429
65,2023-07-25,FPL,First Trust New Opps MLP &amp; Energy Fund,Equity-MLP,6.38,7.45,-0.1436
66,2023-07-25,KYN,Kayne Anderson Energy Infrastructure,Equity-MLP,8.75,10.23,-0.1447
67,2023-07-25,KMF,Kayne Anderson NextGen Energy&amp;Infras,Equity-MLP,7.52,8.91,-0.156
68,2023-07-25,NML,NB Energy Infra and Income Fund Inc,Equity-MLP,6.97,8.13,-0.1427
69,2023-07-25,TYG,Tortoise Energy Infrastructure Corp.,Equity-MLP,30.93,37.59,-0.1772
70,2023-07-25,NTG,Tortoise Midstream Energy Fund,Equity-MLP,35.62,42.79,-0.16760000000000003
71,2023-07-25,TTP,Tortoise Pipeline &amp; Energy,Equity-MLP,28.76,34.16,-0.15810000000000002
72,2023-07-25,PGZ,Principal Real Estate Income Fund,Equity-Real Estate,9.66,11.16,-0.1344
73,2023-07-25,JRS,Nuveen Real Estate Income,Equity-Real Estate,7.63,8.73,-0.126
74,2023-07-25,NRO,Neuberger Real Estate Securities Income,Equity-Real Estate,3.11,3.5300000000000002,-0.11900000000000001
75,2023-07-25,IGR,CBRE Global Real Estate Income,Equity-Real Estate,5.51,6.12,-0.09970000000000001
76,2023-07-25,RQI,Cohen &amp; Steers Qual Inc Realty,Equity-Real Estate,12.08,12.91,-0.0643
77,2023-07-25,RFI,Cohen &amp; Steers Total Return,Equity-Real Estate,11.870000000000001,11.91,-0.0034000000000000002
78,2023-07-25,RNP,Cohen &amp; Steers REIT &amp; Preferred Inc Fd,Equity-Real Estate,19.49,20.41,-0.0451
79,2023-07-25,RLTY,Cohen &amp; Steers Real Estate Opp &amp; Inc Fd,Equity-Real Estate,14.22,16.39,-0.1324
80,2023-07-25,AWP,abrdn Global Premier Properties,Equity-Real Estate,4.07,4.34,-0.0622
81,2023-07-25,PEO,Adams Natural Resources Fund,Equity-Sector Equity,22.25,26.14,-0.14880000000000002
82,2023-07-25,BUI,"BlackRock Util, Infra &amp; Power Opp",Equity-Sector Equity,22.93,23.37,-0.018799999999999997
83,2023-07-25,BCX,BlackRock Resources&amp;Commodities Strategy,Equity-Sector Equity,9.58,11.15,-0.1408
84,2023-07-25,BST,BlackRock Science and Technology Trust,Equity-Sector Equity,34.33,34.56,-0.0067
85,2023-07-25,BMEZ,BlackRock Health Sciences Term Trust,Equity-Sector Equity,16.14,18.8,-0.14150000000000001
86,2023-07-25,BSTZ,BlackRock Science and Technology Term,Equity-Sector Equity,18.28,21.72,-0.15839999999999999
87,2023-07-25,BGR,BlackRock Energy and Resources,Equity-Sector Equity,12.42,14.22,-0.1266
88,2023-07-25,BME,BlackRock Health Sciences,Equity-Sector Equity,40.33,42.92,-0.0603
89,2023-07-25,UTF,Cohen &amp; Steers Infrastructure,Equity-Sector Equity,22.9,23.76,-0.0362
90,2023-07-25,NXG,NXG NextGen Infrastructure Inc,Equity-Sector Equity,39.22,49.89,-0.2139
91,2023-07-25,DNP,DNP Select Income,Equity-Sector Equity,10.21,8.6911,0.1748
92,2023-07-25,DPG,Duff &amp; Phelps Utility and Infra Fund Inc,Equity-Sector Equity,10.05,11.65,-0.1373
93,2023-07-25,MEGI,MainStay CBRE Glb Infra Megatr Term,Equity-Sector Equity,14.1,16.58,-0.1496
