,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
0,IFN,-0.0782,12.97837,14.07942,0.38999999999999996,-16.57,1,Morningstar US CEF Asia Equity,1,abrdn Asia Limited,True,11.08,-0.18,12.02,2026-06-01T00:00:00,454089103,"Aberdeen India Fund, Inc",2026-06-01,XIFNX,Equity-Asia Equity,0.28,472.584,,Quarterly,-0.05353,0.38999999999999996,15.0,,,,1.36,,512.676,True,False,False,False,True,False,,4.25,2.58,1.87,2.63,-12.64,-12.25,,,-19.68,1918590,,,,,,,14.10441,-5.35567,-1.53,-1.43,-1.38,2026-06-01T00:00:00,1994-02-23T00:00:00,2/23/1994,761961600,2026-05-21T00:00:00
1,FAX,-0.0548,12.76596,13.50614,0.16499999999999998,5.14,13,Morningstar US CEF Global Income,1,abrdn Asia Limited,True,14.66,-0.2,15.51,2026-06-01T00:00:00,003009867,abrdn Asia-Pacific Income Fund Inc,2026-06-01,XFAPX,Fixed Income - Taxable-Global Income,39.53,640.221,,Monthly,0.50096,0.16499999999999998,10.0,6.4069,,,4.22,,1120.142,True,False,False,False,True,False,,5.77,9.71,-1.48,0.63,-0.29,2.24,,,8.3,1749060,,,,,7.83,4.71,15.5828,-5.12094,-0.19,0.09,0.14,2026-06-01T00:00:00,1986-04-24T00:00:00,4/24/1986,514684800,2026-05-22T00:00:00
2,IAF,-0.1097,10.12658,11.37441,0.36,8.37,9,Morningstar US CEF Single Country Equity,1,abrdn Asia Limited,True,12.66,-0.2,14.22,2026-06-01T00:00:00,003011111,abrdn Australia Equity Fund Inc,2026-06-01,XIAFX,Equity-Single-Country Equity,6.72,121.313,,Quarterly,0.07433000000000001,0.36,10.125,,,,1.9900000000000002,,146.081,True,False,False,False,True,False,,11.65,13.59,5.22,3.31,4.61,5.0,,,10.91,216850,,,,,,,13.27801,-9.90321,-0.78,-0.22,-0.8300000000000001,2026-06-01T00:00:00,1985-12-12T00:00:00,12/12/1985,503193600,2026-05-21T00:00:00
3,AEF,-0.09699999999999999,7.54717,8.35821,0.21,90.35,4,Morningstar US CEF Emerging Market Equity,3,abrdn Investments Limited,True,10.05,0.2,11.13,2026-06-01T00:00:00,00301W105,abrdn Emerging Markets ex-China Fund,2026-06-01,XAEFX,Equity-Emerging Market Equity,5.64,408.044,,Quarterly,0.00111,0.21,15.0,,,,1.8599999999999999,,478.894,True,True,False,False,True,False,,32.73,37.11,9.02,10.91,44.87,44.77,,,102.6,1467410,,,,,,,7.15038,-9.68564,-0.01,-0.34,-0.54,2026-06-01T00:00:00,1989-09-25T00:00:00,9/25/1989,622684800,2026-03-24T00:00:00
4,AGD,0.012,11.55698,11.41951,0.12,28.0,5,Morningstar US CEF Global Equity,3,abrdn Investments Limited,True,12.61,0.09,12.46,2026-06-01T00:00:00,00302M106,abrdn Global Dynamic Dividend,2026-06-01,XAGDX,Equity-Global Equity,1.52,329.357,,Monthly,0.41014,0.12,20.0,,,,1.29,,330.465,True,True,False,False,True,False,,16.34,23.87,7.77,10.92,11.55,12.88,,,36.37,1222640,,,,,,,11.83659,1.67557,-0.1,0.51,0.16,2026-06-01T00:00:00,2006-07-26T00:00:00,7/26/2006,1153872000,2026-05-21T00:00:00
5,ASGI,0.0654,12.45487,11.68996,0.22999999999999998,19.79,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,23.61,-0.49,22.16,2026-06-01T00:00:00,00326W106,abrdn Global Infrastructure Income Fund,2026-06-01,XAGIX,Fixed Income - Taxable-Global Income,0.8300000000000001,746.602,,Monthly,0.2218,0.22999999999999998,20.0,,,,2.16,,706.588,True,True,True,False,True,False,,14.87,26.04,8.48,13.36,9.81,13.29,,,39.72,1724510,,,,,,,22.01199,1.18361,1.46,0.93,1.0,2026-06-01T00:00:00,2020-07-28T00:00:00,7/28/2020,1595894400,2026-05-21T00:00:00
6,AWP,0.0053,12.74336,12.67606,0.12,13.29,7,Morningstar US CEF Real Estate,2,abrdn Inc.,True,11.36,-0.34,11.3,2026-06-01T00:00:00,00302L207,abrdn Global Premier Properties,2026-06-01,XAWPX,Equity-Real Estate,8.17,347.952,,Monthly,0.02621,0.12,20.0,,,,2.27,,376.916,True,False,False,False,True,False,,10.86,15.1,-0.05,0.8200000000000001,8.17,6.92,,,11.76,1180390,,,,,,,11.7838,1.5274,-0.86,0.15,-0.43,2026-06-01T00:00:00,2007-04-26T00:00:00,4/26/2007,1177545600,2026-05-21T00:00:00
7,HQH,-0.047400000000000005,11.79884,12.38579,0.61,43.6,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,19.7,-0.29,20.68,2026-06-01T00:00:00,87911J103,abrdn Healthcare Investors,2026-06-01,XHQHX,Equity-Sector Equity,1.1,1126.687,,Quarterly,-0.04542,0.61,10.0,,,,1.11,,1182.735,True,True,True,False,True,False,,14.33,19.85,6.91,6.97,7.36,12.3,,,48.53,1770670,,,,,,,18.09172,-7.93973,1.6099999999999999,0.96,1.12,2026-06-01T00:00:00,1987-04-23T00:00:00,4/23/1987,546134400,2026-05-21T00:00:00
8,THQ,0.0449,12.28669,11.7583,0.18,13.51,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,18.37,-0.3,17.58,2026-06-01T00:00:00,879105104,abrdn Healthcare Opportunities Fund,2026-06-01,XTHQX,Equity-Sector Equity,23.59,761.395,,Monthly,-0.04983,0.18,20.0,4.2456,,,3.02,,953.651,True,True,True,False,True,False,,5.21,11.83,2.93,4.38,-2.01,2.65,,,15.25,1824410,,,,,7.72,,18.1058,-0.5392100000000001,1.6400000000000001,1.6099999999999999,1.57,2026-06-01T00:00:00,2014-07-28T00:00:00,7/28/2014,1406505600,2026-05-21T00:00:00
9,ACP,-0.0467,16.69659,17.51412,0.0775,7.9,19,Morningstar US CEF Senior Loans,3,abrdn Investments Limited,True,5.31,-0.05,5.57,2026-06-01T00:00:00,003057106,abrdn Income Credit Strategies Fund,2026-06-01,XACPX,Fixed Income - Taxable-Senior Loans,29.12,695.985,,Monthly,0.24096,0.0775,20.0,8.1833,,,3.94,,1030.064,True,False,True,False,True,False,,10.37,10.51,1.76,0.65,3.52,6.41,,,8.62,5520010,,,98.4988,,4.59,3.14,5.60452,-4.73003,0.04,0.74,0.37,2026-06-01T00:00:00,2011-01-27T00:00:00,1/27/2011,1296086400,2026-05-21T00:00:00
