,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-08-02,JEQ,abrdn Japan Equity Fund,Equity-Asia Equity,5.87,6.76,-0.1317
1,2023-08-02,IFN,The India Fund Inc,Equity-Asia Equity,16.76,16.71,0.003
2,2023-08-02,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.28,8.78,-0.17079999999999998
3,2023-08-02,IIF,Morgan Stanley India Investment,Equity-Asia Equity,22.08,26.95,-0.1807
4,2023-08-02,CAF,Morgan Stanley China A Share,Equity-Asia Equity,13.22,16.24,-0.18600000000000003
5,2023-08-02,TDF,Templeton Dragon,Equity-Asia Equity,9.59,11.19,-0.14300000000000002
6,2023-08-02,TWN,Taiwan Fund,Equity-Asia Equity,32.05,39.72,-0.17350000000000002
7,2023-08-02,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.21,7.27,-0.1348
8,2023-08-02,KF,Korea Fund,Equity-Asia Equity,23.76,28.52,-0.1532
9,2023-08-02,CHN,China Fund,Equity-Asia Equity,11.84,14.14,-0.1414
10,2023-08-02,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,15.05,15.37,-0.019500000000000003
11,2023-08-02,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,8.12,8.55,-0.0292
12,2023-08-02,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,10.99,11.06,-0.0018
13,2023-08-02,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.28,19.44,-0.0525
14,2023-08-02,NFJ,AllianzGI Div Interest &amp; Prem Common,Equity-Covered-Call Funds,12.64,14.66,-0.1378
15,2023-08-02,IGA,Voya Global Advantage and Premium Opp Fd,Equity-Covered-Call Funds,8.39,9.83,-0.1465
16,2023-08-02,STK,Columbia Seligman Premium Technology Gr,Equity-Covered-Call Funds,30.08,28.29,0.0633
17,2023-08-02,BOE,BlackRock Enhanced Glbl Div Trust,Equity-Covered-Call Funds,10.03,11.64,-0.1383
18,2023-08-02,BDJ,BlackRock Enhanced Dividend Achievers,Equity-Covered-Call Funds,8.21,8.87,-0.07440000000000001
19,2023-08-02,BGY,BlackRock Enhanced Intl Div Trust,Equity-Covered-Call Funds,5.38,6.12,-0.1209
20,2023-08-02,CII,BlackRock Enhanced Capital and Income,Equity-Covered-Call Funds,18.69,19.31,-0.0321
21,2023-08-02,MCN,Madison Covered Call &amp; Eq Strat,Equity-Covered-Call Funds,7.28,7.38,-0.0136
22,2023-08-02,GNT,"GAMCO Natural Resources, Gold &amp; Inc Tr",Equity-Covered-Call Funds,5.08,6.1,-0.1672
23,2023-08-02,FFA,First Trust Enhanced Equity Income,Equity-Covered-Call Funds,18.06,18.69,-0.0219
24,2023-08-02,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite,Equity-Covered-Call Funds,24.249,24.87,-0.0105
25,2023-08-02,BXMX,Nuveen S&amp;P 500 Buy-Write Income,Equity-Covered-Call Funds,13.42,13.99,-0.0331
26,2023-08-02,SPXX,Nuveen S&amp;P 500 Dynamic Overwrite,Equity-Covered-Call Funds,15.71,16.62,-0.0444
27,2023-08-02,DIAX,Nuveen Dow 30 Dynamic Overwrite,Equity-Covered-Call Funds,14.4,16.23,-0.1091
28,2023-08-02,EOI,Eaton Vance Enhanced Equity Income,Equity-Covered-Call Funds,16.64,16.85,0.0012
29,2023-08-02,EOS,Eaton Vance Enhanced Equity Income II,Equity-Covered-Call Funds,18.09,19.12,-0.0342
