,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
0,MGF,-0.0576,8.13559,8.63309,0.02,0.91,15,Morningstar US CEF Investment Grade,2,abrdn Inc.,True,2.7800000000000002,-0.04,2.95,2026-09-10T00:00:00,552939100,Aberdeen Government Markets Income,2026-09-10,XMGFX,Fixed Income - Taxable-Investment Grade,,90.601,,Monthly,0.04709,0.02,10.0,3.9638,0.0,6.55,0.8,,96.141,False,False,False,True,True,False,,3.37,3.99,-0.73,-0.9500000000000001,-0.88,-0.01,,,0.37,732700,,0.0,91.4686,,,5.93,2.96132,-4.8880300000000005,-0.64,0.13,0.06,2026-09-10T00:00:00,1987-05-28T00:00:00,5/28/1987,549158400,2026-08-24T00:00:00
1,IFN,-0.10279999999999999,11.98381,13.3574,0.37,-6.55,1,Morningstar US CEF Asia Equity,1,abrdn Asia Limited,True,11.08,-0.23,12.35,2026-09-10T00:00:00,454089103,"Aberdeen India Fund, Inc",2026-09-10,XIFNX,Equity-Asia Equity,0.28,472.584,,Quarterly,-0.02842,0.37,15.0,,,,1.36,,526.752,True,False,False,False,True,False,,4.79,1.1400000000000001,0.03,0.76,-6.53,-7.32,,,-10.28,2049490,,,,,,,12.89962,-6.34752,-1.74,-1.78,-1.53,2026-09-10T00:00:00,1994-02-23T00:00:00,2/23/1994,761961600,2026-08-24T00:00:00
2,MIN,-0.0709,9.44882,10.16949,0.02,1.52,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,2.36,-0.03,2.54,2026-09-10T00:00:00,55273C107,Aberdeen Intermediate Income,2026-09-10,XMINX,Fixed Income - Taxable-Global Income,,268.564,,Monthly,0.04255,0.02,10.0,4.2949,0.0,3.24,0.73,,289.048,False,False,False,True,True,False,,4.51,4.98,1.06,0.73,0.14,-0.96,,,-1.06,2368630,,0.0,97.167,,,3.34,2.53994,-4.86279,-1.43,-1.56,-1.16,2026-09-10T00:00:00,1988-03-17T00:00:00,3/17/1988,574560000,2026-08-24T00:00:00
3,MMT,-0.07400000000000001,10.14799,10.9589,0.04,2.71,13,Morningstar US CEF Global Income,72,MFS,True,4.38,-0.08,4.73,2026-09-10T00:00:00,552737108,Aberdeen Multi-Market Income,2026-09-10,XMMTX,Fixed Income - Taxable-Global Income,27.2,508.051,,Monthly,0.1389,0.04,10.0,6.0294,,,2.86,,753.649,True,False,True,False,True,False,,7.49,9.29,2.75,1.16,0.2,2.73,,,3.26,1408150,,,95.7664,,7.33,5.35,4.59562,-7.57398,0.17,0.81,0.66,2026-09-10T00:00:00,1987-03-12T00:00:00,3/12/1987,542505600,2026-08-24T00:00:00
4,MFM,-0.09720000000000001,6.36042,7.04501,0.03,7.66,21,Morningstar US CEF Municipal,2,abrdn Inc.,False,5.11,-0.09,5.66,2026-09-10T00:00:00,552738106,Aberdeen Municipal Income,2026-09-10,XMFMX,Fixed Income - Municipal-Municipal,38.45,508.086,,Monthly,0.13078,0.03,10.0,5.1801,,,2.83,,914.273,True,False,False,False,False,False,,4.91,8.2,-0.93,-1.09,0.99,3.17,,,9.88,1514830,22.29,,95.5991,,14.38,8.98,5.41972,-9.30295,-0.39,-2.13,-0.72,2026-09-10T00:00:00,1986-11-25T00:00:00,11/25/1986,533260800,2026-08-24T00:00:00
5,FAX,-0.04190000000000001,13.17365,13.75,0.16499999999999998,2.55,13,Morningstar US CEF Global Income,1,abrdn Asia Limited,True,14.4,-0.11,15.03,2026-09-10T00:00:00,003009867,abrdn Asia-Pacific Income Fund Inc,2026-09-10,XFAPX,Fixed Income - Taxable-Global Income,39.74,628.867,,Monthly,0.50096,0.16499999999999998,10.0,6.3451,,,4.22,,1089.179,True,False,True,False,True,False,,5.85,10.95,-1.3,0.9400000000000001,0.3,4.65,,,2.34,1770330,,,,,7.76,4.68,15.1399,-5.35493,0.6900000000000001,0.13,0.65,2026-09-10T00:00:00,1986-04-24T00:00:00,4/24/1986,514684800,2026-08-24T00:00:00
6,IAF,-0.081,9.94318,10.81917,0.35,6.03,9,Morningstar US CEF Single Country Equity,1,abrdn Asia Limited,True,12.94,-0.17,14.08,2026-09-10T00:00:00,003011111,abrdn Australia Equity Fund Inc,2026-09-10,XIAFX,Equity-Single-Country Equity,7.4,123.996,,Quarterly,0.10818,0.35,10.125,,,,1.9900000000000002,,145.704,True,False,True,False,True,False,,12.29,14.26,5.23,4.51,9.95,11.63,,,7.01,221450,,,,,,,13.06257,-10.01755,1.32,2.32,2.52,2026-09-10T00:00:00,1985-12-12T00:00:00,12/12/1985,503193600,2026-08-24T00:00:00
7,AEF,-0.059500000000000004,8.82917,9.38776,0.22999999999999998,67.28,4,Morningstar US CEF Emerging Market Equity,3,abrdn Investments Limited,True,9.8,-0.25,10.42,2026-09-10T00:00:00,00301W105,abrdn Emerging Markets ex-China Fund,2026-09-10,XAEFX,Equity-Emerging Market Equity,6.0,397.894,,Quarterly,0.0453,0.22999999999999998,15.0,,,,1.8599999999999999,,450.067,True,True,True,False,True,False,,29.65,34.6,8.77,10.88,40.8,43.76,,,73.48,1454500,,,,,,,8.0828,-9.28902,2.21,2.12,1.8599999999999999,2026-09-10T00:00:00,1989-09-25T00:00:00,9/25/1989,622684800,2026-06-23T00:00:00
8,AGD,-0.0067,12.10084,12.18274,0.12,21.53,5,Morningstar US CEF Global Equity,3,abrdn Investments Limited,True,11.82,-0.17,11.9,2026-09-10T00:00:00,00302M106,abrdn Global Dynamic Dividend,2026-09-10,XAGDX,Equity-Global Equity,0.7000000000000001,309.381,,Monthly,0.29668,0.12,20.0,,,,1.29,,313.668,True,False,False,False,True,False,,15.6,23.74,7.67,10.42,12.78,16.12,,,17.32,1185840,,,,,,,12.11172,1.7058200000000001,-0.5700000000000001,-1.19,-0.58,2026-09-10T00:00:00,2006-07-26T00:00:00,7/26/2006,1153872000,2026-08-24T00:00:00
9,ASGI,0.0158,12.2449,12.05479,0.22,17.64,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,21.9,-0.23,21.56,2026-09-10T00:00:00,00326W106,abrdn Global Infrastructure Income Fund,2026-09-10,XAGIX,Fixed Income - Taxable-Global Income,1.0,692.672,,Monthly,0.08556,0.22,20.0,,,,2.16,,688.827,True,False,False,False,True,False,,14.21,22.61,8.09,12.34,10.5,8.88,,,23.02,1783370,,,,,,,22.77713,3.45538,-0.47000000000000003,-1.03,-0.81,2026-09-10T00:00:00,2020-07-28T00:00:00,7/28/2020,1595894400,2026-08-24T00:00:00
10,AWP,0.0082,13.0553,12.94964,0.12,9.75,7,Morningstar US CEF Real Estate,2,abrdn Inc.,True,11.12,-0.13,11.03,2026-09-10T00:00:00,00302L207,abrdn Global Premier Properties,2026-09-10,XAWPX,Equity-Real Estate,11.2,343.115,,Monthly,0.10017000000000001,0.12,20.0,,,,2.27,,383.282,True,False,False,False,True,False,,12.66,15.05,0.19,1.8399999999999999,8.64,8.74,,,8.83,1245190,,,,,,,11.78767,1.1518,-0.32,-0.28,0.2,2026-09-10T00:00:00,2007-04-26T00:00:00,4/26/2007,1177545600,2026-08-24T00:00:00
11,HQH,-0.04019999999999999,11.65049,12.13793,0.6599999999999999,49.61,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,21.75,-0.6,22.66,2026-09-10T00:00:00,87911J103,abrdn Healthcare Investors,2026-09-10,XHQHX,Equity-Sector Equity,1.1,1261.19,,Quarterly,-0.06102,0.6599999999999999,10.0,,,,1.11,,1313.957,True,True,True,False,True,False,,18.97,25.74,7.8100000000000005,8.03,23.83,31.24,,,54.91,1809110,,,,,,,19.69782,-7.21783,1.35,0.8200000000000001,1.0,2026-09-10T00:00:00,1987-04-23T00:00:00,4/23/1987,546134400,2026-08-24T00:00:00
12,THQ,-0.0372,10.99796,11.42253,0.18,28.01,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,18.91,-0.44,19.64,2026-09-10T00:00:00,879105104,abrdn Healthcare Opportunities Fund,2026-09-10,XTHQX,Equity-Sector Equity,21.65,783.972,,Monthly,-0.03549,0.18,20.0,4.3206,,,3.02,,1039.237,True,True,False,False,True,False,,9.18,13.61,4.48,4.77,14.06,11.54,,,30.55,1667760,,,,,7.83,,18.54868,-1.10129,-0.8200000000000001,0.05,-0.66,2026-09-10T00:00:00,2014-07-28T00:00:00,7/28/2014,1406505600,2026-08-24T00:00:00
13,ACP,-0.0832,17.58034,19.17526,0.0775,3.06,19,Morningstar US CEF Senior Loans,3,abrdn Investments Limited,True,4.85,-0.07,5.29,2026-09-10T00:00:00,003057106,abrdn Income Credit Strategies Fund,2026-09-10,XACPX,Fixed Income - Taxable-Senior Loans,32.53,608.533,,Monthly,0.22534,0.0775,20.0,8.0708,,,3.94,,983.74,True,False,False,False,True,False,,8.42,6.69,1.6600000000000001,0.21,3.39,5.31,,,1.43,5405340,,,96.1318,,4.91,3.32,5.39011,-5.37172,-2.21,-2.9,-2.34,2026-09-10T00:00:00,2011-01-27T00:00:00,1/27/2011,1296086400,2026-08-24T00:00:00
14,HQL,-0.0639,11.73132,12.53158,0.62,63.49,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,19.79,-0.55,21.14,2026-09-10T00:00:00,87911K100,abrdn Life Sciences Investors,2026-09-10,XHQLX,Equity-Sector Equity,0.01,610.386,,Quarterly,-0.09057,0.62,15.0,,,,1.24,,652.09,True,True,True,False,True,False,,25.61,32.79,10.32,10.84,29.42,36.85,,,69.51,1388050,,,,,,,17.59897,-9.619250000000001,2.12,1.16,1.6600000000000001,2026-09-10T00:00:00,1992-05-08T00:00:00,5/8/1992,705283200,2026-08-24T00:00:00
15,AOD,0.0155,11.5942,11.4177,0.09999999999999999,22.33,5,Morningstar US CEF Global Equity,3,abrdn Investments Limited,True,10.51,-0.13,10.35,2026-09-10T00:00:00,00326L100,abrdn Total Dynamic Dividend,2026-09-10,XAODX,Equity-Global Equity,2.84,1108.243,,Monthly,0.22991,0.09999999999999999,20.0,,,,1.21,,1123.29,True,True,True,False,True,False,,15.99,24.0,8.35,11.58,13.34,20.46,,,34.14,4664490,,,,,,,10.02073,-3.03863,2.07,1.3599999999999999,1.62,2026-09-10T00:00:00,2007-01-26T00:00:00,1/26/2007,1169769600,2026-08-24T00:00:00
16,THW,0.0022,10.39644,10.37333,0.1167,32.91,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,13.5,-0.25,13.47,2026-09-10T00:00:00,87911L108,abrdn World Healthcare Fund,2026-09-10,XTHWX,Equity-Sector Equity,18.07,545.336,,Monthly,-0.03887,0.1167,20.0,3.7686,,,1.46,,664.124,True,True,True,False,True,False,,17.08,14.66,8.87,7.6,16.6,18.52,,,33.53,1309080,,,,,8.12,,12.77534,-1.8923800000000002,1.07,1.6800000000000002,0.64,2026-09-10T00:00:00,2015-06-26T00:00:00,6/26/2015,1435276800,2026-08-24T00:00:00
17,ADX,-0.0241,7.65111,7.84006,0.5,19.55,10,Morningstar US CEF US Equity,4,Adams Diversified Equity Fund Inc,False,25.51,-0.4,26.14,2026-09-10T00:00:00,006212104,Adams Diversified Equity Fund,2026-09-10,XADEX,Equity-U.S. Equity,0.0,3186.891,,Quarterly,0.09492,0.5,10.0,,,,0.49000000000000005,,3265.595,True,True,True,False,False,False,,20.46,26.93,12.26,16.51,13.06,17.77,,,29.17,2716110,,,,,,,23.87747,-4.97477,1.05,-0.35000000000000003,0.48,2026-09-10T00:00:00,1929-10-01T00:00:00,10/1/1929,-1270252800,2026-07-27T00:00:00
18,PEO,-0.0913,6.75422,7.4329,0.5399999999999999,39.31,8,Morningstar US CEF Sector Equity,5,Adams Natural Resources Fund Inc,False,29.06,-0.42,31.98,2026-09-10T00:00:00,00548F105,Adams Natural Resources Fund,2026-09-10,XPEOX,Equity-Sector Equity,0.7000000000000001,814.692,,Quarterly,0.29271,0.5399999999999999,15.0,,,,0.62,,896.554,True,True,True,False,False,False,,14.92,18.28,21.3,23.68,38.86,40.56,,,41.46,723490,,,,,,,24.68483,-10.27262,1.18,0.79,1.21,2026-09-10T00:00:00,1929-01-30T00:00:00,1/30/1929,-1291334400,2026-07-27T00:00:00
