,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-07-05,JEQ,abrdn Japan Equity Fund,Equity-Asia Equity,6.02,6.79,-0.1134
1,2023-07-05,CHN,China Fund,Equity-Asia Equity,11.12,13.0,-0.1446
2,2023-07-05,IFN,The India Fund Inc,Equity-Asia Equity,16.51,16.77,-0.0155
3,2023-07-05,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.17,8.59,-0.1653
4,2023-07-05,KF,Korea Fund,Equity-Asia Equity,23.0,26.84,-0.1431
5,2023-07-05,IIF,Morgan Stanley India Investment,Equity-Asia Equity,21.76,26.61,-0.18230000000000002
6,2023-07-05,CAF,Morgan Stanley China A Share,Equity-Asia Equity,12.63,15.65,-0.193
7,2023-07-05,TWN,Taiwan Fund,Equity-Asia Equity,31.82,39.47,-0.1938
8,2023-07-05,TDF,Templeton Dragon,Equity-Asia Equity,9.16,10.75,-0.1479
9,2023-07-05,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.08,7.05,-0.1376
10,2023-07-05,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,14.88,15.15,-0.0178
11,2023-07-05,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,7.92,8.13,-0.0258
12,2023-07-05,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,10.99,11.03,-0.0036
13,2023-07-05,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.1,18.93,-0.0438
14,2023-07-05,DIAX,Nuveen Dow 30 Dynamic Overwrite,Equity-Covered-Call Funds,14.13,15.75,-0.10289999999999999
15,2023-07-05,IGD,Voya Global Equity Dividend&amp;Prm Opp Fd,Equity-Covered-Call Funds,5.2,5.8,-0.10339999999999999
16,2023-07-05,NFJ,AllianzGI Div Interest &amp; Prem Common,Equity-Covered-Call Funds,12.23,14.16,-0.1363
17,2023-07-05,MCN,Madison Covered Call &amp; Eq Strat,Equity-Covered-Call Funds,7.46,7.2,0.0361
18,2023-07-05,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite,Equity-Covered-Call Funds,24.89,24.29,0.024700000000000003
19,2023-07-05,BXMX,Nuveen S&amp;P 500 Buy-Write Income,Equity-Covered-Call Funds,13.64,13.76,-0.0087
20,2023-07-05,SPXX,Nuveen S&amp;P 500 Dynamic Overwrite,Equity-Covered-Call Funds,15.72,16.23,-0.031400000000000004
21,2023-07-05,FFA,First Trust Enhanced Equity Income,Equity-Covered-Call Funds,17.65,18.1,-0.024900000000000002
22,2023-07-05,GNT,"GAMCO Natural Resources, Gold &amp; Inc Tr",Equity-Covered-Call Funds,5.02,6.03,-0.1675
23,2023-07-05,STK,Columbia Seligman Premium Technology Gr,Equity-Covered-Call Funds,30.7,27.53,0.1151
24,2023-07-05,EOI,Eaton Vance Enhanced Equity Income,Equity-Covered-Call Funds,16.58,16.54,0.0024
25,2023-07-05,EOS,Eaton Vance Enhanced Equity Income II,Equity-Covered-Call Funds,17.93,18.56,-0.0339
26,2023-07-05,ETY,Eaton Vance Tax-Managed Divrs Equity Inc,Equity-Covered-Call Funds,12.34,12.39,-0.004
27,2023-07-05,ETB,Eaton Vance Tax-Managed Buy-Write Income,Equity-Covered-Call Funds,13.870000000000001,14.19,-0.0226
28,2023-07-05,ETV,Eaton Vance Tax-Managed Buy-Write Opp,Equity-Covered-Call Funds,12.89,13.2,-0.0235
29,2023-07-05,ETW,Eaton Vance Tx-Mgd Glbl Buy-Write Opp,Equity-Covered-Call Funds,8.19,8.98,-0.08800000000000001
30,2023-07-05,EXG,Eaton Vance Tax-Mgd Glb Divrs Equity Inc,Equity-Covered-Call Funds,7.87,8.63,-0.08810000000000001
31,2023-07-05,ETJ,Eaton Vance Risk-Mgd Divers Eq Inc,Equity-Covered-Call Funds,8.37,8.53,-0.018799999999999997
32,2023-07-05,BOE,BlackRock Enhanced Glbl Div Trust,Equity-Covered-Call Funds,9.97,11.51,-0.1338
33,2023-07-05,BDJ,BlackRock Enhanced Dividend Achievers,Equity-Covered-Call Funds,8.33,8.84,-0.057699999999999994
34,2023-07-05,BGY,BlackRock Enhanced Intl Div Trust,Equity-Covered-Call Funds,5.4,6.16,-0.1234
35,2023-07-05,CII,BlackRock Enhanced Capital and Income,Equity-Covered-Call Funds,18.64,19.16,-0.0271
36,2023-07-05,IGA,Voya Global Advantage and Premium Opp Fd,Equity-Covered-Call Funds,8.3,9.74,-0.1478
37,2023-07-05,IHD,Voya Emerging Markets High Div Eq Fd,Equity-Emerging Market Equity,5.14,6.01,-0.1448
38,2023-07-05,EMF,Templeton Emerging Markets,Equity-Emerging Market Equity,11.91,13.76,-0.1344
39,2023-07-05,AEF,abrdn Emerging Markets Equity Inc,Equity-Emerging Market Equity,5.2,6.04,-0.1391
40,2023-07-05,CEE,The Central and Eastern Europe Fund,Equity-Emerging Market Equity,9.05,8.24,0.0983
41,2023-07-05,MXE,Mexico Equity &amp; Income,Equity-Emerging Market Equity,10.245,14.35,-0.2861
42,2023-07-05,MXF,Mexico Fund,Equity-Emerging Market Equity,17.09,22.07,-0.2256
43,2023-07-05,HEQ,John Hancock Hedged Equity &amp; Income Fund,Equity-Global Equity,10.49,11.46,-0.08460000000000001
44,2023-07-05,LGI,Lazard Global Total Return and Income,Equity-Global Equity,15.63,17.42,-0.10279999999999999
45,2023-07-05,GGZ,Gabelli Global Small &amp; Mid Cap Value Tru,Equity-Global Equity,11.86,13.94,-0.1492
46,2023-07-05,EEA,European Equity Fund,Equity-Global Equity,8.56,9.95,-0.13970000000000002
47,2023-07-05,FDEU,First Trust Dynamic Europe Equity Income,Equity-Global Equity,12.89,13.48,-0.0438
48,2023-07-05,HTY,JH Tax Advantaged Global Shareholder Yld,Equity-Global Equity,4.655,5.35,-0.12990000000000002
49,2023-07-05,GLQ,Clough Global Equity,Equity-Global Equity,6.28,7.37,-0.1479
50,2023-07-05,CPZ,Calamos L/S Equity &amp; Dynamic Inc Trust,Equity-Global Equity,15.52,18.14,-0.1444
51,2023-07-05,ETG,Eaton Vance Tax Adv Global Dividend Inc,Equity-Global Equity,16.63,18.3,-0.0913
52,2023-07-05,AOD,abrdn Total Dynamic Dividend,Equity-Global Equity,8.24,9.46,-0.129
53,2023-07-05,AGD,abrdn Global Dynamic Dividend,Equity-Global Equity,9.5,10.91,-0.1292
54,2023-07-05,IDE,Voya Infrastructure Industrials&amp;Matls Fd,Equity-Global Equity,9.65,11.4,-0.1535
55,2023-07-05,EOD,Allspring Global Dividend Opp Fd,Equity-Global Equity,4.34,4.84,-0.1033
56,2023-07-05,RGT,Royce Global ValueTrust Fund,Equity-Global Equity,9.13,10.77,-0.1523
57,2023-07-05,NTG,Tortoise Midstream Energy Fund,Equity-MLP,34.56,40.76,-0.1521
58,2023-07-05,TTP,Tortoise Pipeline &amp; Energy,Equity-MLP,27.4201,32.79,-0.1638
59,2023-07-05,TYG,Tortoise Energy Infrastructure Corp.,Equity-MLP,29.47,36.07,-0.183
60,2023-07-05,SRV,NXG Cushing Midstream Energy Fund,Equity-MLP,37.77,37.28,0.0131
61,2023-07-05,CEN,Center Coast Brookfield MLP &amp; NRG Inf Fd,Equity-MLP,19.47,20.71,-0.0599
62,2023-07-05,CEM,ClearBridge MLP and Midstream,Equity-MLP,34.74,40.75,-0.1475
63,2023-07-05,EMO,ClearBridge Energy Midstream Opportunity,Equity-MLP,29.93,34.66,-0.1365
64,2023-07-05,CTR,ClearBridge MLP and Midstream TR,Equity-MLP,31.66,36.91,-0.1422
65,2023-07-05,GER,Goldman Sachs MLP and Energy Rena. Fund,Equity-MLP,15.67,15.83,-0.0101
66,2023-07-05,FIF,First Trust Energy Infrastructure,Equity-MLP,14.5,17.01,-0.1476
67,2023-07-05,FEN,First Trust Energy Income And Growth,Equity-MLP,13.77,15.38,-0.1047
68,2023-07-05,FEI,First Trust MLP and Energy Income Fund,Equity-MLP,7.7,9.12,-0.1557
69,2023-07-05,FPL,First Trust New Opps MLP &amp; Energy Fund,Equity-MLP,6.03,7.11,-0.1519
70,2023-07-05,KYN,Kayne Anderson Energy Infrastructure,Equity-MLP,8.2,9.82,-0.165
71,2023-07-05,KMF,Kayne Anderson NextGen Energy&amp;Infras,Equity-MLP,7.14,8.56,-0.1659
72,2023-07-05,NML,NB Energy Infra and Income Fund Inc,Equity-MLP,6.91,7.83,-0.1175
73,2023-07-05,NRO,Neuberger Real Estate Securities Income,Equity-Real Estate,3.1,3.49,-0.1117
74,2023-07-05,JRS,Nuveen Real Estate Income,Equity-Real Estate,7.58,8.55,-0.11349999999999999
75,2023-07-05,IGR,CBRE Global Real Estate Income,Equity-Real Estate,5.34,6.02,-0.113
76,2023-07-05,RQI,Cohen &amp; Steers Qual Inc Realty,Equity-Real Estate,11.79,12.79,-0.0782
77,2023-07-05,RFI,Cohen &amp; Steers Total Return,Equity-Real Estate,11.61,11.83,-0.0186
78,2023-07-05,RNP,Cohen &amp; Steers REIT &amp; Preferred Inc Fd,Equity-Real Estate,19.23,20.19,-0.0475
79,2023-07-05,RLTY,Cohen &amp; Steers Real Estate Opp &amp; Inc Fd,Equity-Real Estate,14.32,16.19,-0.1155
80,2023-07-05,AWP,abrdn Global Premier Properties,Equity-Real Estate,4.02,4.24,-0.0519
81,2023-07-05,PGZ,Principal Real Estate Income Fund,Equity-Real Estate,9.581,11.03,-0.13140000000000002
82,2023-07-05,UTG,Reaves Utility Income,Equity-Sector Equity,27.83,27.8,0.0011
83,2023-07-05,NDP,"Tortoise Energy Independence Fund, Inc",Equity-Sector Equity,28.66,33.73,-0.1503
84,2023-07-05,THQ,TEKLA HEALTHCARE OPPORTUNITIES FUND,Equity-Sector Equity,18.95,21.19,-0.1057
85,2023-07-05,HQH,Tekla Healthcare Investors,Equity-Sector Equity,17.22,19.85,-0.1325
86,2023-07-05,HQL,Tekla Life Sciences Investors,Equity-Sector Equity,13.5,15.73,-0.1418
87,2023-07-05,THW,Tekla World Healthcare Fund,Equity-Sector Equity,13.86,12.53,0.1061
88,2023-07-05,AIO,Virtus AI &amp; Tech Opp Fund,Equity-Sector Equity,18.67,19.8,-0.0571
89,2023-07-05,ASA,ASA Gold and Precious Metals Limited,Equity-Sector Equity,14.89,17.57,-0.1525
90,2023-07-05,PEO,Adams Natural Resources Fund,Equity-Sector Equity,20.79,24.65,-0.1566
91,2023-07-05,BUI,"BlackRock Util, Infra &amp; Power Opp",Equity-Sector Equity,22.34,22.88,-0.0236
92,2023-07-05,BCX,BlackRock Resources&amp;Commodities Strategy,Equity-Sector Equity,9.05,10.6,-0.1462
93,2023-07-05,BST,BlackRock Science and Technology Trust,Equity-Sector Equity,34.45,34.1,0.0103
94,2023-07-05,BMEZ,BlackRock Health Sciences Term Trust,Equity-Sector Equity,16.37,18.87,-0.1325
95,2023-07-05,BSTZ,BlackRock Science and Technology Term,Equity-Sector Equity,18.29,21.45,-0.14730000000000001
96,2023-07-05,BGR,BlackRock Energy and Resources,Equity-Sector Equity,12.02,13.62,-0.1175
