,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
0,IFN,-0.0717,12.85008,13.84206,0.38999999999999996,-15.75,1,Morningstar US CEF Asia Equity,1,abrdn Asia Limited,True,11.27,-0.14,12.14,2026-05-22T00:00:00,454089103,"Aberdeen India Fund, Inc",2026-05-22,XIFNX,Equity-Asia Equity,0.28,473.184,,Quarterly,-0.05353,0.38999999999999996,15.0,,,,1.36,,509.712,True,False,False,False,True,False,,4.84,4.01,3.24,4.68,-12.32,-9.28,,,-12.5,1908090,,,,,,,14.22295,-5.26569,-1.19,-1.2,-1.17,2026-05-25T00:00:00,1994-02-23T00:00:00,2/23/1994,761961600,2026-05-21T00:00:00
1,FAX,-0.0463,12.90743,13.53383,0.16499999999999998,6.21,13,Morningstar US CEF Global Income,1,abrdn Asia Limited,True,14.63,-0.1,15.34,2026-05-22T00:00:00,003009867,abrdn Asia-Pacific Income Fund Inc,2026-05-22,XFAPX,Fixed Income - Taxable-Global Income,39.79,638.911,,Monthly,0.50096,0.16499999999999998,10.0,6.3217,,,4.22,,1112.718,True,False,True,False,True,False,,5.28,10.2,-1.21,0.98,-0.34,2.19,,,10.04,1741420,,,,,7.83,4.71,15.60138,-5.16397,0.28,0.8300000000000001,0.88,2026-05-25T00:00:00,1986-04-24T00:00:00,4/24/1986,514684800,2026-05-22T00:00:00
2,IAF,-0.1011,10.32258,11.48325,0.36,12.66,9,Morningstar US CEF Single Country Equity,1,abrdn Asia Limited,True,12.54,-0.1,13.95,2026-05-22T00:00:00,003011111,abrdn Australia Equity Fund Inc,2026-05-22,XIAFX,Equity-Single-Country Equity,6.97,117.774,,Quarterly,0.07433000000000001,0.36,10.125,,,,1.9900000000000002,,140.836,True,False,False,False,True,False,,9.3,11.11,5.02,3.13,3.43,2.65,,,15.24,217500,,,,,,,13.28314,-9.9176,-0.14,0.45,-0.31,2026-05-25T00:00:00,1985-12-12T00:00:00,12/12/1985,503193600,2026-05-21T00:00:00
3,AEF,-0.0859,8.20313,8.97436,0.21,81.18,4,Morningstar US CEF Emerging Market Equity,3,abrdn Investments Limited,True,9.36,-0.01,10.24,2026-05-22T00:00:00,00301W105,abrdn Emerging Markets ex-China Fund,2026-05-22,XAEFX,Equity-Emerging Market Equity,6.1,380.029,,Quarterly,0.00111,0.21,15.0,,,,1.8599999999999999,,442.759,True,True,True,False,True,False,,27.42,33.0,7.3,10.31,31.03,34.77,,,97.37,1459390,,,,,,,7.051,-9.76817,0.71,0.15,0.23,2026-05-25T00:00:00,1989-09-25T00:00:00,9/25/1989,622684800,2026-03-24T00:00:00
4,AGD,0.013900000000000001,11.73594,11.57556,0.12,29.56,5,Morningstar US CEF Global Equity,3,abrdn Investments Limited,True,12.44,-0.09,12.27,2026-05-22T00:00:00,00302M106,abrdn Global Dynamic Dividend,2026-05-22,XAGDX,Equity-Global Equity,1.62,309.534,,Monthly,0.41014,0.12,20.0,,,,1.29,,310.329,True,True,False,False,True,False,,14.11,21.07,7.76,11.12,8.67,9.38,,,38.11,1217760,,,,,,,11.78674,1.54089,-0.03,0.53,0.25,2026-05-25T00:00:00,2006-07-26T00:00:00,7/26/2006,1153872000,2026-05-21T00:00:00
5,ASGI,0.0655,12.2178,11.46656,0.22999999999999998,25.63,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,24.07,0.03,22.59,2026-05-22T00:00:00,00326W106,abrdn Global Infrastructure Income Fund,2026-05-22,XAGIX,Fixed Income - Taxable-Global Income,0.81,761.148,,Monthly,0.2218,0.22999999999999998,20.0,,,,2.16,,720.186,True,True,True,False,True,False,,13.6,23.3,9.27,14.15,11.78,11.31,,,43.2,1724820,,,,,,,21.90161,0.8414100000000001,1.51,0.98,1.12,2026-05-25T00:00:00,2020-07-28T00:00:00,7/28/2020,1595894400,2026-05-21T00:00:00
6,AWP,-0.0043,12.29718,12.34991,0.12,18.91,7,Morningstar US CEF Real Estate,2,abrdn Inc.,True,11.66,-0.04,11.71,2026-05-22T00:00:00,00302L207,abrdn Global Premier Properties,2026-05-22,XAWPX,Equity-Real Estate,8.08,349.09,,Monthly,0.02621,0.12,20.0,,,,2.27,,381.389,True,False,False,False,True,False,,9.67,12.99,0.78,1.87,10.59,8.19,,,16.96,1172090,,,,,,,11.78366,1.57008,-1.74,-0.87,-1.29,2026-05-25T00:00:00,2007-04-26T00:00:00,4/26/2007,1177545600,2026-05-21T00:00:00
7,HQH,-0.047,11.94322,12.5321,0.61,30.06,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,19.47,-0.12,20.43,2026-05-22T00:00:00,87911J103,abrdn Healthcare Investors,2026-05-22,XHQHX,Equity-Sector Equity,1.1,1113.533,,Quarterly,-0.04542,0.61,10.0,,,,1.11,,1168.437,True,True,True,False,True,False,,11.85,17.78,5.48,6.3,3.01,8.15,,,38.74,1788640,,,,,,,17.9931,-7.98966,1.69,0.98,1.21,2026-05-25T00:00:00,1987-04-23T00:00:00,4/23/1987,546134400,2026-05-21T00:00:00
8,THQ,0.0358,12.09406,11.67568,0.18,5.84,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,18.5,0.03,17.86,2026-05-22T00:00:00,879105104,abrdn Healthcare Opportunities Fund,2026-05-22,XTHQX,Equity-Sector Equity,23.31,766.783,,Monthly,-0.04983,0.18,20.0,4.2456,,,3.02,,965.257,True,True,True,False,True,False,,3.98,10.31,3.15,4.73,-1.85,1.56,,,8.59,1827000,,,,,7.72,,18.09331,-0.57494,1.38,1.3599999999999999,1.27,2026-05-25T00:00:00,2014-07-28T00:00:00,7/28/2014,1406505600,2026-05-21T00:00:00
9,ACP,-0.0434,16.81736,17.58034,0.0775,11.15,19,Morningstar US CEF Senior Loans,3,abrdn Investments Limited,True,5.29,0.02,5.53,2026-05-22T00:00:00,003057106,abrdn Income Credit Strategies Fund,2026-05-22,XACPX,Fixed Income - Taxable-Senior Loans,30.19,663.74,,Monthly,0.24096,0.0775,20.0,8.1685,,,3.94,,993.853,True,False,True,False,True,False,,9.79,10.7,1.75,-0.13,3.36,6.63,,,14.64,5529050,,,98.4994,,4.59,3.14,5.61498,-4.72969,0.24,0.9400000000000001,0.64,2026-05-25T00:00:00,2011-01-27T00:00:00,1/27/2011,1296086400,2026-05-21T00:00:00
