,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-07-18,JEQ,abrdn Japan Equity Fund,,5.97,7.0,-0.1471
1,2023-07-18,IFN,The India Fund Inc,Equity-Asia Equity,16.9,16.99,-0.0053
2,2023-07-18,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.36,8.82,-0.1655
3,2023-07-18,IIF,Morgan Stanley India Investment,Equity-Asia Equity,22.25,27.36,-0.1868
4,2023-07-18,CAF,Morgan Stanley China A Share,Equity-Asia Equity,12.67,15.87,-0.2016
5,2023-07-18,TDF,Templeton Dragon,Equity-Asia Equity,9.2,10.87,-0.1536
6,2023-07-18,TWN,Taiwan Fund,Equity-Asia Equity,33.37,40.53,-0.1663
7,2023-07-18,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.29,7.25,-0.1352
8,2023-07-18,KF,Korea Fund,Equity-Asia Equity,23.75,28.14,-0.1532
9,2023-07-18,CHN,China Fund,Equity-Asia Equity,11.17,13.45,-0.15539999999999998
10,2023-07-18,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,15.43,15.46,-0.016200000000000003
11,2023-07-18,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,8.54,8.74,-0.0286
12,2023-07-18,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,11.43,11.54,-0.026000000000000002
13,2023-07-18,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.86,19.66,-0.0504
14,2023-07-18,STK,Columbia Seligman Premium Technology Gr,Equity-Covered-Call Funds,30.98,28.66,0.0809
15,2023-07-18,BOE,BlackRock Enhanced Glbl Div Trust,Equity-Covered-Call Funds,10.15,11.66,-0.1295
16,2023-07-18,BDJ,BlackRock Enhanced Dividend Achievers,Equity-Covered-Call Funds,8.36,8.91,-0.0617
17,2023-07-18,BGY,BlackRock Enhanced Intl Div Trust,Equity-Covered-Call Funds,5.49,6.29,-0.1272
18,2023-07-18,CII,BlackRock Enhanced Capital and Income,Equity-Covered-Call Funds,18.96,19.32,-0.0186
19,2023-07-18,MCN,Madison Covered Call &amp; Eq Strat,Equity-Covered-Call Funds,7.77,7.33,0.06
20,2023-07-18,FFA,First Trust Enhanced Equity Income,Equity-Covered-Call Funds,17.92,18.44,-0.028200000000000003
21,2023-07-18,GNT,"GAMCO Natural Resources, Gold &amp; Inc Tr",Equity-Covered-Call Funds,5.23,6.25,-0.1632
22,2023-07-18,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite,Equity-Covered-Call Funds,25.19,24.78,0.0129
23,2023-07-18,BXMX,Nuveen S&amp;P 500 Buy-Write Income,Equity-Covered-Call Funds,13.63,13.88,-0.0208
24,2023-07-18,SPXX,Nuveen S&amp;P 500 Dynamic Overwrite,Equity-Covered-Call Funds,15.89,16.46,-0.0381
25,2023-07-18,EOI,Eaton Vance Enhanced Equity Income,Equity-Covered-Call Funds,16.81,16.78,-0.0053
26,2023-07-18,EOS,Eaton Vance Enhanced Equity Income II,Equity-Covered-Call Funds,18.62,19.06,-0.028200000000000003
27,2023-07-18,ETY,Eaton Vance Tax-Managed Divrs Equity Inc,Equity-Covered-Call Funds,12.55,12.56,-0.0079
28,2023-07-18,ETB,Eaton Vance Tax-Managed Buy-Write Income,Equity-Covered-Call Funds,13.95,14.36,-0.029900000000000003
29,2023-07-18,ETV,Eaton Vance Tax-Managed Buy-Write Opp,Equity-Covered-Call Funds,13.33,13.37,-0.0052
30,2023-07-18,ETW,Eaton Vance Tx-Mgd Glbl Buy-Write Opp,Equity-Covered-Call Funds,8.42,9.18,-0.0868
31,2023-07-18,EXG,Eaton Vance Tax-Mgd Glb Divrs Equity Inc,Equity-Covered-Call Funds,8.08,8.83,-0.0891
32,2023-07-18,ETJ,Eaton Vance Risk-Mgd Divers Eq Inc,Equity-Covered-Call Funds,8.38,8.63,-0.0334
33,2023-07-18,DIAX,Nuveen Dow 30 Dynamic Overwrite,Equity-Covered-Call Funds,14.2,15.81,-0.1056
34,2023-07-18,NFJ,AllianzGI Div Interest &amp; Prem Common,Equity-Covered-Call Funds,12.53,14.51,-0.1427
35,2023-07-18,IGA,Voya Global Advantage and Premium Opp Fd,Equity-Covered-Call Funds,8.42,9.69,-0.1311
