,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-07-13,JEQ,abrdn Japan Equity Fund,Equity-Asia Equity,5.94,7.0,-0.1514
1,2023-07-13,IFN,The India Fund Inc,Equity-Asia Equity,17.25,16.83,0.025
2,2023-07-13,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.37,8.81,-0.1635
3,2023-07-13,IIF,Morgan Stanley India Investment,Equity-Asia Equity,22.04,26.98,-0.18309999999999998
4,2023-07-13,CAF,Morgan Stanley China A Share,Equity-Asia Equity,12.94,16.11,-0.1968
5,2023-07-13,TDF,Templeton Dragon,Equity-Asia Equity,9.55,11.22,-0.14880000000000002
6,2023-07-13,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.22,7.24,-0.1409
7,2023-07-13,TWN,Taiwan Fund,Equity-Asia Equity,33.17,39.6,-0.18030000000000002
8,2023-07-13,KF,Korea Fund,Equity-Asia Equity,23.74,27.26,-0.1398
9,2023-07-13,CHN,China Fund,Equity-Asia Equity,11.53,13.3,-0.1489
10,2023-07-13,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,15.25,15.48,-0.0161
11,2023-07-13,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,8.5,8.49,-0.0318
12,2023-07-13,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,11.33,11.37,-0.022000000000000002
13,2023-07-13,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.6,19.48,-0.0529
14,2023-07-13,IGA,Voya Global Advantage and Premium Opp Fd,Equity-Covered-Call Funds,8.47,9.73,-0.1295
15,2023-07-13,IGD,Voya Global Equity Dividend&amp;Prm Opp Fd,Equity-Covered-Call Funds,5.19,5.84,-0.11130000000000001
16,2023-07-13,STK,Columbia Seligman Premium Technology Gr,Equity-Covered-Call Funds,30.68,28.42,0.0795
17,2023-07-13,BOE,BlackRock Enhanced Glbl Div Trust,Equity-Covered-Call Funds,10.06,11.67,-0.138
18,2023-07-13,BDJ,BlackRock Enhanced Dividend Achievers,Equity-Covered-Call Funds,8.35,8.89,-0.060700000000000004
19,2023-07-13,BGY,BlackRock Enhanced Intl Div Trust,Equity-Covered-Call Funds,5.5,6.29,-0.12560000000000002
20,2023-07-13,CII,BlackRock Enhanced Capital and Income,Equity-Covered-Call Funds,18.83,19.29,-0.023799999999999998
21,2023-07-13,MCN,Madison Covered Call &amp; Eq Strat,Equity-Covered-Call Funds,7.76,7.33,0.0587
22,2023-07-13,FFA,First Trust Enhanced Equity Income,Equity-Covered-Call Funds,17.71,18.27,-0.030699999999999998
23,2023-07-13,GNT,"GAMCO Natural Resources, Gold &amp; Inc Tr",Equity-Covered-Call Funds,5.15,6.28,-0.17989999999999998
24,2023-07-13,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite,Equity-Covered-Call Funds,25.06,24.37,0.0209
25,2023-07-13,BXMX,Nuveen S&amp;P 500 Buy-Write Income,Equity-Covered-Call Funds,13.62,13.79,-0.0173
26,2023-07-13,SPXX,Nuveen S&amp;P 500 Dynamic Overwrite,Equity-Covered-Call Funds,15.78,16.3,-0.0384
27,2023-07-13,EOI,Eaton Vance Enhanced Equity Income,Equity-Covered-Call Funds,16.86,16.61,0.0042
28,2023-07-13,EOS,Eaton Vance Enhanced Equity Income II,Equity-Covered-Call Funds,18.36,18.69,-0.0246
29,2023-07-13,ETY,Eaton Vance Tax-Managed Divrs Equity Inc,Equity-Covered-Call Funds,12.5,12.45,-0.0024
30,2023-07-13,ETB,Eaton Vance Tax-Managed Buy-Write Income,Equity-Covered-Call Funds,13.98,14.28,-0.0217
31,2023-07-13,ETV,Eaton Vance Tax-Managed Buy-Write Opp,Equity-Covered-Call Funds,13.26,13.28,-0.0068000000000000005
32,2023-07-13,ETW,Eaton Vance Tx-Mgd Glbl Buy-Write Opp,Equity-Covered-Call Funds,8.33,9.1,-0.0868
33,2023-07-13,EXG,Eaton Vance Tax-Mgd Glb Divrs Equity Inc,Equity-Covered-Call Funds,8.03,8.74,-0.0904
34,2023-07-13,ETJ,Eaton Vance Risk-Mgd Divers Eq Inc,Equity-Covered-Call Funds,8.38,8.57,-0.0222
35,2023-07-13,NFJ,AllianzGI Div Interest &amp; Prem Common,Equity-Covered-Call Funds,12.5,14.47,-0.1382
36,2023-07-13,DIAX,Nuveen Dow 30 Dynamic Overwrite,Equity-Covered-Call Funds,14.08,15.76,-0.1009
37,2023-07-13,IHD,Voya Emerging Markets High Div Eq Fd,Equity-Emerging Market Equity,5.31,6.16,-0.138
38,2023-07-13,EMF,Templeton Emerging Markets,Equity-Emerging Market Equity,12.36,14.35,-0.1387
39,2023-07-13,CEE,The Central and Eastern Europe Fund,Equity-Emerging Market Equity,9.22,8.84,0.043
40,2023-07-13,AEF,abrdn Emerging Markets Equity Inc,Equity-Emerging Market Equity,5.31,6.23,-0.1477
41,2023-07-13,MXE,Mexico Equity &amp; Income,Equity-Emerging Market Equity,10.43,14.67,-0.289
42,2023-07-13,MXF,Mexico Fund,Equity-Emerging Market Equity,17.47,22.23,-0.22579999999999997
43,2023-07-13,LGI,Lazard Global Total Return and Income,Equity-Global Equity,15.63,17.81,-0.12240000000000001
44,2023-07-13,GGZ,Gabelli Global Small &amp; Mid Cap Value Tru,Equity-Global Equity,12.4201,14.54,-0.1458
45,2023-07-13,EEA,European Equity Fund,Equity-Global Equity,8.799900000000001,10.33,-0.1481
46,2023-07-13,FDEU,First Trust Dynamic Europe Equity Income,Equity-Global Equity,13.56,14.06,-0.0356
47,2023-07-13,HEQ,John Hancock Hedged Equity &amp; Income Fund,Equity-Global Equity,10.58,11.59,-0.08710000000000001
48,2023-07-13,HTY,JH Tax Advantaged Global Shareholder Yld,Equity-Global Equity,4.8,5.45,-0.1193
49,2023-07-13,AOD,abrdn Total Dynamic Dividend,Equity-Global Equity,8.32,9.66,-0.1387
50,2023-07-13,AGD,abrdn Global Dynamic Dividend,Equity-Global Equity,9.71,11.13,-0.1276
51,2023-07-13,GLQ,Clough Global Equity,Equity-Global Equity,6.36,7.5,-0.152
52,2023-07-13,CPZ,Calamos L/S Equity &amp; Dynamic Inc Trust,Equity-Global Equity,15.73,18.24,-0.1376
53,2023-07-13,IDE,Voya Infrastructure Industrials&amp;Matls Fd,Equity-Global Equity,9.82,11.73,-0.1628
54,2023-07-13,RGT,Royce Global ValueTrust Fund,Equity-Global Equity,9.51,11.26,-0.15539999999999998
55,2023-07-13,EOD,Allspring Global Dividend Opp Fd,Equity-Global Equity,4.44,4.92,-0.10980000000000001
56,2023-07-13,ETG,Eaton Vance Tax Adv Global Dividend Inc,Equity-Global Equity,17.13,18.62,-0.0892
57,2023-07-13,SRV,NXG Cushing Midstream Energy Fund,Equity-MLP,39.54,38.5,0.027000000000000003
58,2023-07-13,CEN,Center Coast Brookfield MLP &amp; NRG Inf Fd,Equity-MLP,20.13,21.15,-0.0482
59,2023-07-13,FIF,First Trust Energy Infrastructure,Equity-MLP,14.98,17.48,-0.14300000000000002
60,2023-07-13,FEN,First Trust Energy Income And Growth,Equity-MLP,13.73,15.75,-0.1283
61,2023-07-13,FEI,First Trust MLP and Energy Income Fund,Equity-MLP,7.890000000000001,9.32,-0.1534
62,2023-07-13,FPL,First Trust New Opps MLP &amp; Energy Fund,Equity-MLP,6.14,7.33,-0.1623
63,2023-07-13,KYN,Kayne Anderson Energy Infrastructure,Equity-MLP,8.58,10.1,-0.1505
64,2023-07-13,KMF,Kayne Anderson NextGen Energy&amp;Infras,Equity-MLP,7.42,8.81,-0.1578
65,2023-07-13,NML,NB Energy Infra and Income Fund Inc,Equity-MLP,6.92,8.07,-0.1425
66,2023-07-13,CEM,ClearBridge MLP and Midstream,Equity-MLP,35.9,41.91,-0.1487
67,2023-07-13,EMO,ClearBridge Energy Midstream Opportunity,Equity-MLP,30.91,35.61,-0.1359
68,2023-07-13,CTR,ClearBridge MLP and Midstream TR,Equity-MLP,32.53,37.85,-0.1501
69,2023-07-13,TYG,Tortoise Energy Infrastructure Corp.,Equity-MLP,30.71,36.9,-0.1721
70,2023-07-13,NTG,Tortoise Midstream Energy Fund,Equity-MLP,35.75,42.01,-0.1542
71,2023-07-13,TTP,Tortoise Pipeline &amp; Energy,Equity-MLP,28.395,33.52,-0.1635
72,2023-07-13,IGR,CBRE Global Real Estate Income,Equity-Real Estate,5.59,6.22,-0.1013
73,2023-07-13,RQI,Cohen &amp; Steers Qual Inc Realty,Equity-Real Estate,12.03,12.88,-0.066
74,2023-07-13,RFI,Cohen &amp; Steers Total Return,Equity-Real Estate,11.81,11.89,-0.0067
75,2023-07-13,RNP,Cohen &amp; Steers REIT &amp; Preferred Inc Fd,Equity-Real Estate,19.51,20.25,-0.0365
76,2023-07-13,RLTY,Cohen &amp; Steers Real Estate Opp &amp; Inc Fd,Equity-Real Estate,14.5,16.3,-0.1104
77,2023-07-13,AWP,abrdn Global Premier Properties,Equity-Real Estate,4.11,4.35,-0.0552
78,2023-07-13,NRO,Neuberger Real Estate Securities Income,Equity-Real Estate,3.17,3.54,-0.1045
79,2023-07-13,JRS,Nuveen Real Estate Income,Equity-Real Estate,7.65,8.61,-0.1176
80,2023-07-13,PGZ,Principal Real Estate Income Fund,Equity-Real Estate,9.78,11.13,-0.12710000000000002
81,2023-07-13,UTG,Reaves Utility Income,Equity-Sector Equity,27.94,28.19,-0.0089
82,2023-07-13,THQ,TEKLA HEALTHCARE OPPORTUNITIES FUND,Equity-Sector Equity,18.67,20.99,-0.1105
83,2023-07-13,HQH,Tekla Healthcare Investors,Equity-Sector Equity,17.28,19.9,-0.1317
84,2023-07-13,HQL,Tekla Life Sciences Investors,Equity-Sector Equity,13.44,15.83,-0.151
85,2023-07-13,THW,Tekla World Healthcare Fund,Equity-Sector Equity,13.8,12.41,0.11199999999999999
86,2023-07-13,MEGI,MainStay CBRE Glb Infra Megatr Term,Equity-Sector Equity,14.05,16.74,-0.1607
87,2023-07-13,MFD,MQ/FT Global Infrast Util Div&amp;Inc,Equity-Sector Equity,7.96,9.22,-0.1367
88,2023-07-13,GGT,Gabelli Multimedia,Equity-Sector Equity,6.7,4.24,0.5802
89,2023-07-13,GUT,Gabelli Utility Trust,Equity-Sector Equity,6.99,3.35,1.0866
90,2023-07-13,GGN,GAMCO Global Gold Natural Resources&amp;Inc,Equity-Sector Equity,3.84,4.06,-0.0542
91,2023-07-13,GLU,Gabelli Global Utility &amp; Income,Equity-Sector Equity,14.3,16.05,-0.109
92,2023-07-13,GRX,Gabelli Healthcare &amp; Wellness Trust,Equity-Sector Equity,9.85,11.96,-0.1764
93,2023-07-13,FGB,First Trust Spec Finance &amp; Fincl Opp,Equity-Sector Equity,3.3,3.86,-0.1451
94,2023-07-13,BTO,JHancock Financial Opportunities,Equity-Sector Equity,27.9,25.81,0.081
95,2023-07-13,PEO,Adams Natural Resources Fund,Equity-Sector Equity,21.35,25.42,-0.16010000000000002
96,2023-07-13,BUI,"BlackRock Util, Infra &amp; Power Opp",Equity-Sector Equity,22.96,23.35,-0.0167
97,2023-07-13,BCX,BlackRock Resources&amp;Commodities Strategy,Equity-Sector Equity,9.26,10.84,-0.1458
98,2023-07-13,BST,BlackRock Science and Technology Trust,Equity-Sector Equity,34.53,34.71,-0.0052
99,2023-07-13,BMEZ,BlackRock Health Sciences Term Trust,Equity-Sector Equity,16.15,18.94,-0.14730000000000001
100,2023-07-13,BSTZ,BlackRock Science and Technology Term,Equity-Sector Equity,18.61,21.91,-0.1506
101,2023-07-13,BGR,BlackRock Energy and Resources,Equity-Sector Equity,12.21,13.94,-0.1241
102,2023-07-13,BME,BlackRock Health Sciences,Equity-Sector Equity,39.77,41.92,-0.0513
103,2023-07-13,UTF,Cohen &amp; Steers Infrastructure,Equity-Sector Equity,23.4,23.82,-0.0176
104,2023-07-13,NXG,NXG NextGen Infrastructure Inc,Equity-Sector Equity,39.28,50.39,-0.2205
105,2023-07-13,DNP,DNP Select Income,Equity-Sector Equity,10.22,8.5403,0.20489999999999997
106,2023-07-13,DPG,Duff &amp; Phelps Utility and Infra Fund Inc,Equity-Sector Equity,10.08,11.36,-0.1197
107,2023-07-13,TEAF,Ecofin Sustainable and Social Impact,Equity-Sector Equity,12.8,15.79,-0.2046
108,2023-07-13,NDP,"Tortoise Energy Independence Fund, Inc",Equity-Sector Equity,29.53,34.95,-0.1574
109,2023-07-13,AIO,Virtus AI &amp; Tech Opp Fund,Equity-Sector Equity,18.81,19.89,-0.0623
110,2023-07-13,ASA,ASA Gold and Precious Metals Limited,Equity-Sector Equity,15.8,18.42,-0.1509
111,2023-07-13,BANX,ArrowMark Financial Corp,Equity-Sector Equity,16.43,21.42,-0.2059
112,2023-07-13,SWZ,Swiss Helvetia,Equity-Single-Country Equity,8.37,9.97,-0.1605
113,2023-07-13,GF,New Germany,Equity-Single-Country Equity,9.35,10.99,-0.1492
114,2023-07-13,IAF,abrdn Australia Equity Fund Inc,Equity-Single-Country Equity,4.41,4.98,-0.11449999999999999
115,2023-07-13,ADX,Adams Diversified Equity Fund,Equity-U.S. Equity,17.02,20.26,-0.15990000000000001
116,2023-07-13,BIGZ,BlackRock Innovat and Growth Term Trust,Equity-U.S. Equity,7.99,9.58,-0.166
117,2023-07-13,STEW,SRH Total Return Fund,Equity-U.S. Equity,13.43,16.57,-0.1895
118,2023-07-13,ASG,Liberty All-Star Growth,Equity-U.S. Equity,5.58,5.78,-0.0346
119,2023-07-13,USA,Liberty All-Star Equity,Equity-U.S. Equity,6.65,6.57,0.012199999999999999
120,2023-07-13,HIE,Miller/Howard High Income Equity Fund,Equity-U.S. Equity,10.19,11.06,-0.0787
121,2023-07-13,NBXG,Neuberger Brmn Nxt Gnrtn Cnnctvty,Equity-U.S. Equity,11.23,13.59,-0.17370000000000002
122,2023-07-13,GAB,Gabelli Equity,Equity-U.S. Equity,5.8,5.4,0.0741
123,2023-07-13,GDV,Gabelli Dividend &amp; Income,Equity-U.S. Equity,21.72,25.54,-0.1496
124,2023-07-13,GAM,General American Investors,Equity-U.S. Equity,42.26,51.18,-0.1743
125,2023-07-13,FXBY,FOXBY CORP,Equity-U.S. Equity,11.73,21.51,-0.4547
126,2023-07-13,RVT,Royce Value Trust,Equity-U.S. Equity,14.22,16.08,-0.1157
127,2023-07-13,RMT,Royce Micro-Cap Trust,Equity-U.S. Equity,8.98,10.22,-0.1213
128,2023-07-13,FUND,Sprott Focus Trust,Equity-U.S. Equity,8.2,8.8,-0.0682
129,2023-07-13,JCE,Nuveen Core Equity Alpha,Equity-U.S. Equity,13.05,13.27,-0.024700000000000003
130,2023-07-13,CUBA,Herzfeld Caribbean Basin,Equity-U.S. Equity,3.9719,4.98,-0.20679999999999998
131,2023-07-13,CLM,Cornerstone Strategic Value,Equity-U.S. Equity,8.36,6.97,0.2138
132,2023-07-13,CRF,Cornerstone Total Return Fund,Equity-U.S. Equity,8.08,6.6899999999999995,0.2212
133,2023-07-13,CET,Central Securities Corporation,Equity-U.S. Equity,36.63,43.74,-0.16620000000000001
134,2023-07-13,GRF,Eagle Capital Growth,Equity-U.S. Equity,8.69,10.46,-0.1721
135,2023-07-13,SPE,Special Opportunities,Equity-U.S. Equity,11.4,13.47,-0.15960000000000002
136,2023-07-13,CHI,Calamos Convertible Opp Inc,Fixed Income - Taxable-Convertibles,11.01,10.41,0.0576
137,2023-07-13,CHY,Calamos Convertible &amp; High Income Fund,Fixed Income - Taxable-Convertibles,11.12,10.99,0.0118
138,2023-07-13,CCD,Calamos Dynamic Convertible and Income,Fixed Income - Taxable-Convertibles,21.29,20.44,0.0416
139,2023-07-13,AVK,Advent Convertible &amp; Income Fund,Fixed Income - Taxable-Convertibles,11.85,12.73,-0.0691
140,2023-07-13,BCV,Bancroft Fund,Fixed Income - Taxable-Convertibles,17.6,20.37,-0.136
141,2023-07-13,ECF,Ellsworth Growth and Income Fund,Fixed Income - Taxable-Convertibles,8.67,9.97,-0.1304
142,2023-07-13,PCF,High Income Securities,Fixed Income - Taxable-Convertibles,6.57,7.44,-0.11289999999999999
143,2023-07-13,NCZ,Virtus Convertible &amp; Income Fund II,Fixed Income - Taxable-Convertibles,3.07,3.48,-0.12359999999999999
144,2023-07-13,NCV,Virtus Convertible &amp; Income Fund,Fixed Income - Taxable-Convertibles,3.45,3.9,-0.1231
145,2023-07-13,TEI,Templeton Emerg Mkts Income,Fixed Income - Taxable-Emerging Market Income,5.33,5.91,-0.0981
146,2023-07-13,MSD,Morgan Stanley Emerging Markets Debt,Fixed Income - Taxable-Emerging Market Income,6.5600000000000005,7.6,-0.1368
147,2023-07-13,EDD,Morgan Stanley Emrgng Mkts Domestic Debt,Fixed Income - Taxable-Emerging Market Income,4.9,5.57,-0.1329
148,2023-07-13,EMD,Western Asset Emerging Markets Debt,Fixed Income - Taxable-Emerging Market Income,8.83,10.15,-0.1251
149,2023-07-13,EDF,Virtus Stone Harbor Emerging Markets Inc,Fixed Income - Taxable-Emerging Market Income,4.53,4.3,0.0372
150,2023-07-13,EDI,Virtus Stone Harbor Emg Mkts Total Inc,Fixed Income - Taxable-Emerging Market Income,5.33,5.17,0.0116
151,2023-07-13,PPT,Putnam Premier Income,Fixed Income - Taxable-Global Income,3.59,3.86,-0.0699
152,2023-07-13,GIM,Templeton Global Income,Fixed Income - Taxable-Global Income,4.29,4.72,-0.0911
153,2023-07-13,MMT,MFS Multimarket Income,Fixed Income - Taxable-Global Income,4.51,5.0,-0.098
154,2023-07-13,MIN,MFSÂ® Intermediate Income,Fixed Income - Taxable-Global Income,2.76,2.95,-0.0644
155,2023-07-13,FAM,First Trust/abrdn Global Opp Inc,Fixed Income - Taxable-Global Income,6.2,6.88,-0.09880000000000001
156,2023-07-13,FAX,abrdn Asia-Pacific Income Fund Inc,Fixed Income - Taxable-Global Income,2.75,3.17,-0.1325
157,2023-07-13,FCO,"abrdn Global Income Fund, Inc.",Fixed Income - Taxable-Global Income,6.1,4.17,0.4628
158,2023-07-13,ASGI,abrdn Global Infrastructure Income Fund,Fixed Income - Taxable-Global Income,17.94,21.43,-0.1629
159,2023-07-13,BWG,BrandywineGLOBAL â Global Inc Opp Fund,Fixed Income - Taxable-Global Income,8.41,9.6,-0.1281
160,2023-07-13,DSL,DoubleLine Income Solutions Fund,Fixed Income - Taxable-Global Income,11.95,11.71,0.028200000000000003
161,2023-07-13,GDO,Western Asset Global Corp Defined Opp,Fixed Income - Taxable-Global Income,12.51,13.09,-0.048100000000000004
162,2023-07-13,JGH,Nuveen Global High Income Fund,Fixed Income - Taxable-Global Income,11.38,12.82,-0.1061
163,2023-07-13,PDO,PIMCO Dynamic Income Opportunities Fund,Fixed Income - Taxable-Global Income,13.14,12.7,0.0315
164,2023-07-13,HNW,Pioneer Diversified High Income,Fixed Income - Taxable-High Yield,10.28,11.93,-0.1383
165,2023-07-13,PHT,Pioneer High Income,Fixed Income - Taxable-High Yield,6.85,7.75,-0.1161
166,2023-07-13,RA,Brookfield Real Assets Income Fund Inc.,Fixed Income - Taxable-High Yield,16.81,14.79,0.1366
167,2023-07-13,DHF,BNY Mellon High Yield Strategies Fund,Fixed Income - Taxable-High Yield,2.23,2.56,-0.12890000000000001
168,2023-07-13,AWF,AllianceBernstein Global High Income,Fixed Income - Taxable-High Yield,9.94,10.69,-0.0702
169,2023-07-13,BGH,Barings Global Short Duration High Yield,Fixed Income - Taxable-High Yield,13.44,14.89,-0.0974
170,2023-07-13,HYT,BlackRock Corporate High Yield Fund,Fixed Income - Taxable-High Yield,8.92,9.4,-0.051100000000000007
171,2023-07-13,FSD,First Trust High Inc Long/Short,Fixed Income - Taxable-High Yield,11.56,12.59,-0.0818
172,2023-07-13,FTHY,FIRST TRUST HY OPPORTUNITIES 2027 Term,Fixed Income - Taxable-High Yield,13.66,15.57,-0.12269999999999999
173,2023-07-13,IHIT,Invesco High Income 2023 Target Term,Fixed Income - Taxable-High Yield,7.59,7.96,-0.04650000000000001
174,2023-07-13,IHTA,Invesco High Income 2024 Target Term,Fixed Income - Taxable-High Yield,7.15,7.84,-0.08800000000000001
175,2023-07-13,VLT,Invesco High Income II,Fixed Income - Taxable-High Yield,10.64,11.59,-0.08199999999999999
176,2023-07-13,MCR,MFSÂ® Charter Income,Fixed Income - Taxable-High Yield,6.22,6.84,-0.0906
177,2023-07-13,NHS,Neuberger Berman High Yield Strategies,Fixed Income - Taxable-High Yield,7.65,8.2,-0.06709999999999999
178,2023-07-13,CIF,MFSÂ® Intermediate High Income,Fixed Income - Taxable-High Yield,1.67,1.85,-0.0973
179,2023-07-13,JLS,Nuveen Mortgage and Income Fund,Fixed Income - Taxable-High Yield,16.245,19.11,-0.14679999999999999
180,2023-07-13,KIO,KKR Income Opportunities Fund,Fixed Income - Taxable-High Yield,11.75,13.07,-0.09179999999999999
181,2023-07-13,AIF,Apollo Tactical Income Fund Inc.,Fixed Income - Taxable-High Yield,12.85,14.5872,-0.1225
182,2023-07-13,CIK,Credit Suisse Asset Mgmt Income,Fixed Income - Taxable-High Yield,2.94,2.86,0.035
183,2023-07-13,DHY,Credit Suisse High Yield Bond Fund,Fixed Income - Taxable-High Yield,1.9100000000000001,2.1,-0.0857
184,2023-07-13,RSF,RiverNorth Capital and Inc Fund,Fixed Income - Taxable-High Yield,15.534,16.76,-0.0746
185,2023-07-13,OPP,RiverNorth/DoubleLine Strategic Opp Fund,Fixed Income - Taxable-High Yield,8.54,9.64,-0.11410000000000001
186,2023-07-13,ISD,"PGIM High Yield Bond Fund, Inc.",Fixed Income - Taxable-High Yield,12.46,13.76,-0.08789999999999999
187,2023-07-13,GHY,"PGIM Global High Yield Fund, Inc.",Fixed Income - Taxable-High Yield,11.21,12.57,-0.0931
188,2023-07-13,SDHY,PGIM Short Duration High Yield Opps,Fixed Income - Taxable-High Yield,15.04,17.24,-0.12119999999999999
189,2023-07-13,JHAA,Nuveen Corporate Income 2023 Target Term,Fixed Income - Taxable-High Yield,9.365,9.6,-0.024
190,2023-07-13,HYI,Western Asset High Yield Defined Opps,Fixed Income - Taxable-High Yield,11.78,12.5,-0.0552
191,2023-07-13,DMO,Western Asset Mortgage Opp Fund Inc.,Fixed Income - Taxable-High Yield,10.88,12.06,-0.10949999999999999
192,2023-07-13,EHI,Western Asset Global High Income,Fixed Income - Taxable-High Yield,7.6,7.44,0.037599999999999995
193,2023-07-13,HIX,Western Asset High Income II,Fixed Income - Taxable-High Yield,4.9350000000000005,4.76,0.0336
194,2023-07-13,HIO,Western Asset High Income Opportunity,Fixed Income - Taxable-High Yield,3.87,4.28,-0.0935
195,2023-07-13,EAD,Allspring Inc Opp,Fixed Income - Taxable-High Yield,6.49,7.19,-0.09179999999999999
196,2023-07-13,HYB,New America High-Income,Fixed Income - Taxable-High Yield,6.7,7.79,-0.1476
197,2023-07-13,EIC,Eagle Point Income Co Inc,Fixed Income - Taxable-High Yield,13.53,12.72,0.071
198,2023-07-13,MPV,Barings Participation Invs,Fixed Income - Taxable-High Yield,13.045,15.45,-0.1371
199,2023-07-13,MCI,Barings Corporate Investors,Fixed Income - Taxable-High Yield,15.45,16.85,-0.0702
