,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-07-27,JEQ,abrdn Japan Equity Fund,Equity-Asia Equity,6.02,6.96,-0.1351
1,2023-07-27,IFN,The India Fund Inc,Equity-Asia Equity,16.95,16.91,0.0024
2,2023-07-27,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.43,8.87,-0.1623
3,2023-07-27,IIF,Morgan Stanley India Investment,Equity-Asia Equity,22.32,27.26,-0.1812
4,2023-07-27,CAF,Morgan Stanley China A Share,Equity-Asia Equity,13.07,16.21,-0.1937
5,2023-07-27,TDF,Templeton Dragon,Equity-Asia Equity,9.56,11.12,-0.14029999999999998
6,2023-07-27,TWN,Taiwan Fund,Equity-Asia Equity,33.63,41.29,-0.17809999999999998
7,2023-07-27,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.22,7.24,-0.1367
8,2023-07-27,KF,Korea Fund,Equity-Asia Equity,23.47,27.59,-0.14429999999999998
9,2023-07-27,CHN,China Fund,Equity-Asia Equity,11.71,13.79,-0.1392
10,2023-07-27,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,15.16,15.59,-0.012199999999999999
11,2023-07-27,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,8.25,8.77,-0.0228
12,2023-07-27,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,11.07,11.34,0.0044
13,2023-07-27,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.41,19.79,-0.044000000000000004
14,2023-07-27,STK,Columbia Seligman Premium Technology Gr,Equity-Covered-Call Funds,30.42,28.5,0.0674
15,2023-07-27,BOE,BlackRock Enhanced Glbl Div Trust,Equity-Covered-Call Funds,10.16,11.72,-0.1331
16,2023-07-27,BDJ,BlackRock Enhanced Dividend Achievers,Equity-Covered-Call Funds,8.33,8.94,-0.0682
17,2023-07-27,BGY,BlackRock Enhanced Intl Div Trust,Equity-Covered-Call Funds,5.5,6.25,-0.12
18,2023-07-27,CII,BlackRock Enhanced Capital and Income,Equity-Covered-Call Funds,18.78,19.39,-0.0315
19,2023-07-27,MCN,Madison Covered Call &amp; Eq Strat,Equity-Covered-Call Funds,7.47,7.4,0.009500000000000001
