,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
0,MGF,-0.04650000000000001,7.97342,8.36237,0.02,1.82,15,Morningstar US CEF Investment Grade,2,abrdn Inc.,True,2.87,0.03,3.01,2026-08-18T00:00:00,552939100,Aberdeen Government Markets Income,2026-08-18,XMGFX,Fixed Income - Taxable-Investment Grade,,93.534,,Monthly,0.04709,0.02,10.0,3.648,0.0,6.55,0.8,,98.096,False,False,True,True,True,False,,3.06,3.14,-0.86,-1.3900000000000001,-1.21,-2.7800000000000002,,,-1.18,718990,,0.0,93.073,,,4.95,2.97637,-4.81151,0.12,2.56,1.53,2026-08-18T00:00:00,1987-05-28T00:00:00,5/28/1987,549158400,2026-07-23T00:00:00
1,IFN,-0.08960000000000001,11.42857,12.55301,0.37,-9.02,1,Morningstar US CEF Asia Equity,1,abrdn Asia Limited,True,11.79,-0.01,12.95,2026-08-18T00:00:00,454089103,"Aberdeen India Fund, Inc",2026-08-18,XIFNX,Equity-Asia Equity,0.28,502.866,,Quarterly,-0.05353,0.37,15.0,,,,1.36,,552.343,True,False,False,False,True,False,,3.87,0.15,1.99,2.06,-7.33,-8.75,,,-11.55,2067570,,,,,,,13.1423,-6.1187,-1.32,-0.39,-0.9400000000000001,2026-08-18T00:00:00,1994-02-23T00:00:00,2/23/1994,761961600,2026-05-21T00:00:00
2,MIN,-0.0463,9.26641,9.7166,0.02,2.62,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,2.47,0.01,2.59,2026-08-18T00:00:00,55273C107,Aberdeen Intermediate Income,2026-08-18,XMINX,Fixed Income - Taxable-Global Income,,281.082,,Monthly,0.04255,0.02,10.0,3.9175,0.0,3.24,0.73,,294.737,False,False,True,True,True,False,,4.52,4.16,1.04,0.38,0.14,-2.5700000000000003,,,-1.97,2324910,,0.0,97.8913,,,2.54,2.55679,-4.67223,0.02,2.13,1.6600000000000001,2026-08-18T00:00:00,1988-03-17T00:00:00,3/17/1988,574560000,2026-07-23T00:00:00
3,MMT,-0.0707,9.97921,10.73826,0.04,2.94,13,Morningstar US CEF Global Income,72,MFS,True,4.47,0.0,4.81,2026-08-18T00:00:00,552737108,Aberdeen Multi-Market Income,2026-08-18,XMMTX,Fixed Income - Taxable-Global Income,26.87,518.491,,Monthly,0.1389,0.04,10.0,5.9077,0.060000000000000005,6.94,2.86,,762.929,True,False,True,True,True,False,,6.93,6.96,2.68,1.3,-0.63,-2.2800000000000002,,,1.49,1299230,,0.0,97.0375,,6.68,4.91,4.61475,-7.53747,0.44,2.02,1.1,2026-08-18T00:00:00,1987-03-12T00:00:00,3/12/1987,542505600,2026-07-23T00:00:00
4,MFM,-0.0784,6.13288,6.65434,0.03,9.06,21,Morningstar US CEF Municipal,2,abrdn Inc.,False,5.41,-0.03,5.87,2026-08-18T00:00:00,552738106,Aberdeen Municipal Income,2026-08-18,XMFMX,Fixed Income - Municipal-Municipal,37.59,537.915,,Monthly,0.13078,0.03,10.0,5.1253,17.81,21.01,2.83,,935.153,True,True,True,True,False,False,,4.3,5.16,-0.9500000000000001,-1.4,1.34,2.21,,,10.66,1449830,19.0,0.13,98.0793,,12.81,8.63,5.4093,-9.39643,1.51,0.85,1.11,2026-08-18T00:00:00,1986-11-25T00:00:00,11/25/1986,533260800,2026-07-23T00:00:00
5,FAX,-0.034300000000000004,13.05208,13.51536,0.16499999999999998,2.95,13,Morningstar US CEF Global Income,1,abrdn Asia Limited,True,14.65,0.04,15.17,2026-08-18T00:00:00,003009867,abrdn Asia-Pacific Income Fund Inc,2026-08-18,XFAPX,Fixed Income - Taxable-Global Income,39.51,639.784,,Monthly,0.50096,0.16499999999999998,10.0,6.4288,,,4.22,,1095.293,True,False,True,False,True,False,,4.08,8.64,-1.31,0.15,-1.43,2.06,,,2.39,1795000,,,,,7.68,4.66,15.25567,-5.25335,1.01,1.22,1.4,2026-08-18T00:00:00,1986-04-24T00:00:00,4/24/1986,514684800,2026-07-23T00:00:00
6,IAF,-0.10550000000000001,9.47226,10.590019999999999,0.35,6.24,9,Morningstar US CEF Single Country Equity,1,abrdn Asia Limited,True,13.22,-0.01,14.78,2026-08-18T00:00:00,003011111,abrdn Australia Equity Fund Inc,2026-08-18,XIAFX,Equity-Single-Country Equity,7.08,126.679,,Quarterly,0.10818,0.35,10.125,,,,1.9900000000000002,,152.412,True,True,False,False,True,False,,9.49,9.71,5.18,2.86,6.37,4.34,,,6.75,218290,,,,,,,13.09611,-9.99111,-0.39,0.74,0.29,2026-08-18T00:00:00,1985-12-12T00:00:00,12/12/1985,503193600,2026-05-21T00:00:00
7,AEF,-0.0932,9.21844,10.16575,0.22999999999999998,61.77,4,Morningstar US CEF Emerging Market Equity,3,abrdn Investments Limited,True,9.05,-0.37,9.98,2026-08-18T00:00:00,00301W105,abrdn Emerging Markets ex-China Fund,2026-08-18,XAEFX,Equity-Emerging Market Equity,6.25,367.443,,Quarterly,0.00111,0.22999999999999998,15.0,,,,1.8599999999999999,,432.202,True,True,True,False,True,False,,24.92,28.04,8.06,9.11,33.93,32.17,,,61.34,1465140,,,,,,,7.85789,-9.4429,0.09,0.28,-0.02,2026-08-18T00:00:00,1989-09-25T00:00:00,9/25/1989,622684800,2026-06-23T00:00:00
8,AGD,0.022099999999999998,11.78396,11.52922,0.12,23.85,5,Morningstar US CEF Global Equity,3,abrdn Investments Limited,True,12.49,0.0,12.22,2026-08-18T00:00:00,00302M106,abrdn Global Dynamic Dividend,2026-08-18,XAGDX,Equity-Global Equity,0.68,326.918,,Monthly,0.29668,0.12,20.0,,,,1.29,,322.043,True,True,True,False,True,False,,13.86,20.4,7.68,10.32,11.5,11.76,,,21.4,1212370,,,,,,,12.08889,2.00263,0.05,1.6099999999999999,0.99,2026-08-18T00:00:00,2006-07-26T00:00:00,7/26/2006,1153872000,2026-07-23T00:00:00
9,ASGI,0.1422,12.07133,10.56845,0.22,18.23,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,24.98,0.32,21.87,2026-08-18T00:00:00,00326W106,abrdn Global Infrastructure Income Fund,2026-08-18,XAGIX,Fixed Income - Taxable-Global Income,0.99,790.089,,Monthly,0.08556,0.22,20.0,,,,2.16,,698.632,True,True,True,False,True,False,,12.73,22.75,8.65,13.33,10.45,14.65,,,26.58,1771890,,,,,,,22.60111,2.89465,3.05,2.11,2.62,2026-08-18T00:00:00,2020-07-28T00:00:00,7/28/2020,1595894400,2026-07-23T00:00:00
10,AWP,0.0146,12.4031,12.22411,0.12,20.12,7,Morningstar US CEF Real Estate,2,abrdn Inc.,True,11.78,-0.05,11.61,2026-08-18T00:00:00,00302L207,abrdn Global Premier Properties,2026-08-18,XAWPX,Equity-Real Estate,10.7,363.48,,Monthly,0.10017000000000001,0.12,20.0,,,,2.27,,401.178,True,False,True,False,True,False,,12.68,15.88,1.4100000000000001,2.75,13.15,12.48,,,19.08,1247010,,,,,,,11.81396,1.26964,0.17,1.15,0.99,2026-08-18T00:00:00,2007-04-26T00:00:00,4/26/2007,1177545600,2026-07-23T00:00:00
11,HQH,-0.0288,10.69259,11.00917,0.6599999999999999,49.72,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,23.98,0.31,24.69,2026-08-18T00:00:00,87911J103,abrdn Healthcare Investors,2026-08-18,XHQHX,Equity-Sector Equity,1.1,1390.498,,Quarterly,-0.06102,0.6599999999999999,10.0,,,,1.11,,1431.668,True,True,True,False,True,False,,17.26,22.71,7.54,7.64,18.43,22.69,,,57.82,1822580,,,,,,,19.27874,-7.45313,2.12,1.69,1.79,2026-08-18T00:00:00,1987-04-23T00:00:00,4/23/1987,546134400,2026-05-21T00:00:00
12,THQ,-0.0487,10.52119,11.05991,0.18,29.94,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,19.53,0.0,20.53,2026-08-18T00:00:00,879105104,abrdn Healthcare Opportunities Fund,2026-08-18,XTHQX,Equity-Sector Equity,20.91,809.676,,Monthly,-0.03549,0.18,20.0,4.3434,,,3.02,,1076.134,True,True,False,False,True,False,,7.21,10.29,3.76,4.05,9.31,5.08,,,29.32,1718140,,,,,7.72,,18.37504,-1.14901,-1.15,-0.63,-1.13,2026-08-18T00:00:00,2014-07-28T00:00:00,7/28/2014,1406505600,2026-07-23T00:00:00
