,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
0,MGF,-0.0565,7.97342,8.4507,0.02,1.82,15,Morningstar US CEF Investment Grade,2,abrdn Inc.,True,2.84,-0.03,3.01,2026-08-20T00:00:00,552939100,Aberdeen Government Markets Income,2026-08-20,XMGFX,Fixed Income - Taxable-Investment Grade,,92.556,,Monthly,0.04709,0.02,10.0,3.648,0.0,6.55,0.8,,98.096,False,False,False,True,True,False,,3.06,3.14,-0.86,-1.3900000000000001,-1.21,-2.7800000000000002,,,-1.18,716480,,0.0,93.073,,,4.95,2.97468,-4.82801,-0.59,0.99,0.41000000000000003,2026-08-20T00:00:00,1987-05-28T00:00:00,5/28/1987,549158400,2026-07-23T00:00:00
1,IFN,-0.08650000000000001,11.42857,12.51057,0.37,-9.02,1,Morningstar US CEF Asia Equity,1,abrdn Asia Limited,True,11.83,-0.02,12.95,2026-08-20T00:00:00,454089103,"Aberdeen India Fund, Inc",2026-08-20,XIFNX,Equity-Asia Equity,0.28,504.573,,Quarterly,-0.05353,0.37,15.0,,,,1.36,,552.343,True,False,False,False,True,False,,3.87,0.15,1.99,2.06,-7.33,-8.75,,,-11.55,2064500,,,,,,,13.11195,-6.14015,-1.16,-0.04,-0.78,2026-08-20T00:00:00,1994-02-23T00:00:00,2/23/1994,761961600,2026-05-21T00:00:00
2,MIN,-0.050199999999999995,9.26641,9.7561,0.02,2.62,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,2.46,-0.01,2.59,2026-08-20T00:00:00,55273C107,Aberdeen Intermediate Income,2026-08-20,XMINX,Fixed Income - Taxable-Global Income,,279.944,,Monthly,0.04255,0.02,10.0,3.9175,0.0,3.24,0.73,,294.737,False,False,False,True,True,False,,4.52,4.16,1.04,0.38,0.14,-2.5700000000000003,,,-1.97,2313990,,0.0,97.8913,,,2.54,2.5551500000000003,-4.69243,-0.2,1.47,1.27,2026-08-20T00:00:00,1988-03-17T00:00:00,3/17/1988,574560000,2026-07-23T00:00:00
3,MMT,-0.0788,9.95851,10.81081,0.04,2.94,13,Morningstar US CEF Global Income,72,MFS,True,4.44,-0.02,4.82,2026-08-20T00:00:00,552737108,Aberdeen Multi-Market Income,2026-08-20,XMMTX,Fixed Income - Taxable-Global Income,26.83,515.011,,Monthly,0.1389,0.04,10.0,5.9077,0.060000000000000005,6.94,2.86,,764.089,True,False,False,True,True,False,,6.93,6.96,2.68,1.3,-0.63,-2.2800000000000002,,,1.49,1316080,,0.0,97.0375,,6.68,4.91,4.61298,-7.54259,-0.32,0.97,0.3,2026-08-20T00:00:00,1987-03-12T00:00:00,3/12/1987,542505600,2026-07-23T00:00:00
4,MFM,-0.08839999999999999,6.12245,6.71642,0.03,9.06,21,Morningstar US CEF Municipal,2,abrdn Inc.,False,5.36,-0.09,5.88,2026-08-20T00:00:00,552738106,Aberdeen Municipal Income,2026-08-20,XMFMX,Fixed Income - Municipal-Municipal,37.55,532.944,,Monthly,0.13078,0.03,10.0,5.1253,17.81,21.01,2.83,,936.147,True,False,True,True,False,False,,4.3,5.16,-0.9500000000000001,-1.4,1.34,2.21,,,10.66,1449820,19.0,0.13,98.0793,,12.81,8.63,5.41187,-9.37785,0.52,-0.19,0.13,2026-08-20T00:00:00,1986-11-25T00:00:00,11/25/1986,533260800,2026-07-23T00:00:00
5,FAX,-0.0348,12.98361,13.45109,0.16499999999999998,2.95,13,Morningstar US CEF Global Income,1,abrdn Asia Limited,True,14.72,-0.07,15.25,2026-08-20T00:00:00,003009867,abrdn Asia-Pacific Income Fund Inc,2026-08-20,XFAPX,Fixed Income - Taxable-Global Income,39.39,642.841,,Monthly,0.50096,0.16499999999999998,10.0,6.4288,,,4.22,,1098.787,True,False,True,False,True,False,,4.08,8.64,-1.31,0.15,-1.43,2.06,,,2.39,1794790,,,,,7.68,4.66,15.24222,-5.26589,1.0,1.1,1.37,2026-08-20T00:00:00,1986-04-24T00:00:00,4/24/1986,514684800,2026-07-23T00:00:00
6,IAF,-0.1167,9.33956,10.57402,0.35,6.24,9,Morningstar US CEF Single Country Equity,1,abrdn Asia Limited,True,13.24,-0.07,14.99,2026-08-20T00:00:00,003011111,abrdn Australia Equity Fund Inc,2026-08-20,XIAFX,Equity-Single-Country Equity,6.98,126.871,,Quarterly,0.10818,0.35,10.125,,,,1.9900000000000002,,154.424,True,True,False,False,True,False,,9.49,9.71,5.18,2.86,6.37,4.34,,,6.75,218700,,,,,,,13.09075,-10.00856,-1.15,-0.6900000000000001,-0.76,2026-08-20T00:00:00,1985-12-12T00:00:00,12/12/1985,503193600,2026-05-21T00:00:00
7,AEF,-0.0789,9.07298,9.85011,0.22999999999999998,61.77,4,Morningstar US CEF Emerging Market Equity,3,abrdn Investments Limited,True,9.34,0.13,10.14,2026-08-20T00:00:00,00301W105,abrdn Emerging Markets ex-China Fund,2026-08-20,XAEFX,Equity-Emerging Market Equity,6.15,379.217,,Quarterly,0.00111,0.22999999999999998,15.0,,,,1.8599999999999999,,438.698,True,True,True,False,True,False,,24.92,28.04,8.06,9.11,33.93,32.17,,,61.34,1457740,,,,,,,7.88222,-9.42893,1.1,1.6400000000000001,0.84,2026-08-20T00:00:00,1989-09-25T00:00:00,9/25/1989,622684800,2026-06-23T00:00:00
8,AGD,0.0155,11.774329999999999,11.5942,0.12,23.85,5,Morningstar US CEF Global Equity,3,abrdn Investments Limited,True,12.42,-0.06,12.23,2026-08-20T00:00:00,00302M106,abrdn Global Dynamic Dividend,2026-08-20,XAGDX,Equity-Global Equity,0.68,325.085,,Monthly,0.29668,0.12,20.0,,,,1.29,,322.305,True,True,False,False,True,False,,13.86,20.4,7.68,10.32,11.5,11.76,,,21.4,1210260,,,,,,,12.09548,1.99686,-0.1,0.92,0.64,2026-08-20T00:00:00,2006-07-26T00:00:00,7/26/2006,1153872000,2026-07-23T00:00:00
9,ASGI,0.1199,12.0383,10.74919,0.22,18.23,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,24.56,-0.44,21.93,2026-08-20T00:00:00,00326W106,abrdn Global Infrastructure Income Fund,2026-08-20,XAGIX,Fixed Income - Taxable-Global Income,0.99,776.804,,Monthly,0.08556,0.22,20.0,,,,2.16,,700.53,True,True,True,False,True,False,,12.73,22.75,8.65,13.33,10.45,14.65,,,26.58,1769100,,,,,,,22.6269,2.99282,2.36,1.44,1.9,2026-08-20T00:00:00,2020-07-28T00:00:00,7/28/2020,1595894400,2026-07-23T00:00:00
