,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-07-04,JEQ,abrdn Japan Equity Fund,Equity-Asia Equity,6.1,6.89,-0.11470000000000001
1,2023-07-04,CHN,China Fund,Equity-Asia Equity,11.3,13.09,-0.1234
2,2023-07-04,IFN,The India Fund Inc,Equity-Asia Equity,16.6,16.75,-0.009000000000000001
3,2023-07-04,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.22,8.61,-0.16140000000000002
4,2023-07-04,KF,Korea Fund,Equity-Asia Equity,23.4899,26.98,-0.1143
5,2023-07-04,IIF,Morgan Stanley India Investment,Equity-Asia Equity,21.75,26.54,-0.1805
6,2023-07-04,CAF,Morgan Stanley China A Share,Equity-Asia Equity,12.72,15.79,-0.19440000000000002
7,2023-07-04,TWN,Taiwan Fund,Equity-Asia Equity,31.9699,39.33,-0.1707
8,2023-07-04,TDF,Templeton Dragon,Equity-Asia Equity,9.24,10.81,-0.1452
9,2023-07-04,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.09,7.09,-0.1325
10,2023-07-04,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,14.98,15.2,-0.0132
11,2023-07-04,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,7.85,8.07,-0.0212
12,2023-07-04,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,10.93,10.95,0.0083
13,2023-07-04,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.09,18.92,-0.041299999999999996
14,2023-07-04,DIAX,Nuveen Dow 30 Dynamic Overwrite,Equity-Covered-Call Funds,14.14,15.8,-0.1051
15,2023-07-04,NFJ,AllianzGI Div Interest &amp; Prem Common,Equity-Covered-Call Funds,12.24,14.19,-0.1356
16,2023-07-04,IGA,Voya Global Advantage and Premium Opp Fd,Equity-Covered-Call Funds,8.33,9.74,-0.1433
