,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
0,IFN,-0.0639,12.61116,13.4715,0.38999999999999996,-15.75,1,Morningstar US CEF Asia Equity,1,abrdn Asia Limited,True,11.58,-0.02,12.37,2026-05-18T00:00:00,454089103,"Aberdeen India Fund, Inc",2026-05-18,XIFNX,Equity-Asia Equity,0.28,486.2,,Quarterly,-0.05353,0.38999999999999996,15.0,,,,1.36,,519.369,True,False,False,False,True,False,,4.84,4.01,3.24,4.68,-12.32,-9.28,,,-12.5,1914160,,,,,,,14.30199,-5.2228200000000005,-0.72,-0.74,-0.8,2026-05-18T00:00:00,1994-02-23T00:00:00,2/23/1994,761961600,2026-02-20T00:00:00
1,FAX,-0.059500000000000004,12.79897,13.60825,0.16499999999999998,6.21,13,Morningstar US CEF Global Income,1,abrdn Asia Limited,True,14.55,-0.09,15.47,2026-05-18T00:00:00,003009867,abrdn Asia-Pacific Income Fund Inc,2026-05-18,XFAPX,Fixed Income - Taxable-Global Income,40.01,600.662,,Monthly,0.50096,0.16499999999999998,10.0,6.421,,,4.22,,1064.642,True,False,False,False,True,False,,5.28,10.2,-1.21,0.98,-0.34,2.19,,,10.04,1738860,,,,,7.83,4.69,15.61472,-5.19262,-0.4,-0.34,-0.11,2026-05-18T00:00:00,1986-04-24T00:00:00,4/24/1986,514684800,2026-04-22T00:00:00
2,IAF,-0.10189999999999999,10.11947,11.26761,0.36,12.66,9,Morningstar US CEF Single Country Equity,1,abrdn Asia Limited,True,12.78,-0.17,14.23,2026-05-18T00:00:00,003011111,abrdn Australia Equity Fund Inc,2026-05-18,XIAFX,Equity-Single-Country Equity,6.84,120.028,,Quarterly,0.07433000000000001,0.36,10.125,,,,1.9900000000000002,,143.466,True,False,False,False,True,False,,9.3,11.11,5.02,3.13,3.43,2.65,,,15.24,362140,,,,,,,13.28728,-9.93454,-0.19,0.31,-0.39,2026-05-18T00:00:00,1985-12-12T00:00:00,12/12/1985,503193600,2026-02-20T00:00:00
3,AEF,-0.09300000000000001,8.4,9.2613,0.21,81.18,4,Morningstar US CEF Emerging Market Equity,3,abrdn Investments Limited,True,9.07,-0.09,10.0,2026-05-18T00:00:00,00301W105,abrdn Emerging Markets ex-China Fund,2026-05-18,XAEFX,Equity-Emerging Market Equity,6.24,368.255,,Quarterly,0.00111,0.21,15.0,,,,1.8599999999999999,,433.014,True,True,True,False,True,False,,27.42,33.0,7.3,10.31,31.03,34.77,,,97.37,1470370,,,,,,,6.99299,-9.83301,0.32,-0.18,-0.15,2026-05-18T00:00:00,1989-09-25T00:00:00,9/25/1989,622684800,2026-03-24T00:00:00
4,AGD,-0.0016,11.7551,11.774329999999999,0.12,29.56,5,Morningstar US CEF Global Equity,3,abrdn Investments Limited,True,12.23,0.04,12.25,2026-05-18T00:00:00,00302M106,abrdn Global Dynamic Dividend,2026-05-18,XAGDX,Equity-Global Equity,1.62,304.309,,Monthly,0.41014,0.12,20.0,,,,1.29,,309.832,True,True,False,False,True,False,,14.11,21.07,7.76,11.12,8.67,9.38,,,38.11,1226550,,,,,,,11.75349,1.4272200000000002,-0.33,-0.09,-0.35000000000000003,2026-05-18T00:00:00,2006-07-26T00:00:00,7/26/2006,1153872000,2026-04-22T00:00:00
5,ASGI,0.050199999999999995,12.15324,11.572330000000001,0.22999999999999998,25.63,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,23.85,0.3,22.71,2026-05-18T00:00:00,00326W106,abrdn Global Infrastructure Income Fund,2026-05-18,XAGIX,Fixed Income - Taxable-Global Income,0.81,754.191,,Monthly,0.2218,0.22999999999999998,20.0,,,,2.16,,723.98,True,True,True,False,True,False,,13.6,23.3,9.27,14.15,11.78,11.31,,,43.2,1735660,,,,,,,21.82973,0.63021,1.1400000000000001,0.5,0.59,2026-05-18T00:00:00,2020-07-28T00:00:00,7/28/2020,1595894400,2026-04-22T00:00:00
6,AWP,0.0026,12.32877,12.29718,0.12,18.91,7,Morningstar US CEF Real Estate,2,abrdn Inc.,True,11.71,0.02,11.68,2026-05-18T00:00:00,00302L207,abrdn Global Premier Properties,2026-05-18,XAWPX,Equity-Real Estate,8.1,350.587,,Monthly,0.02621,0.12,20.0,,,,2.27,,380.491,True,False,False,False,True,False,,9.67,12.99,0.78,1.87,10.59,8.19,,,16.96,1167920,,,,,,,11.784040000000001,1.614,-1.19,-0.26,-0.77,2026-05-18T00:00:00,2007-04-26T00:00:00,4/26/2007,1177545600,2026-04-22T00:00:00
7,HQH,-0.032400000000000005,11.98428,12.38579,0.61,30.06,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,19.7,-0.22,20.36,2026-05-18T00:00:00,87911J103,abrdn Healthcare Investors,2026-05-18,XHQHX,Equity-Sector Equity,1.1,1126.687,,Quarterly,-0.04542,0.61,10.0,,,,1.11,,1164.434,True,True,True,False,True,False,,11.85,17.78,5.48,6.3,3.01,8.15,,,38.74,1811560,,,,,,,17.9351,-8.03267,2.5300000000000002,1.69,1.94,2026-05-18T00:00:00,1987-04-23T00:00:00,4/23/1987,546134400,2026-02-20T00:00:00
8,THQ,0.039599999999999996,12.23103,11.764710000000001,0.18,5.84,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,18.36,0.29,17.66,2026-05-18T00:00:00,879105104,abrdn Healthcare Opportunities Fund,2026-05-18,XTHQX,Equity-Sector Equity,23.51,760.98,,Monthly,-0.04983,0.18,20.0,4.1837,,,3.02,,956.967,True,True,True,False,True,False,,3.98,10.31,3.15,4.73,-1.85,1.56,,,8.59,1833360,,,,,7.72,,18.08895,-0.6031000000000001,1.53,1.71,1.51,2026-05-18T00:00:00,2014-07-28T00:00:00,7/28/2014,1406505600,2026-04-22T00:00:00
9,ACP,-0.0464,16.60714,17.41573,0.0775,11.15,19,Morningstar US CEF Senior Loans,3,abrdn Investments Limited,True,5.34,-0.02,5.6,2026-05-18T00:00:00,003057106,abrdn Income Credit Strategies Fund,2026-05-18,XACPX,Fixed Income - Taxable-Senior Loans,29.92,670.013,,Monthly,0.24096,0.0775,20.0,8.1685,,,3.94,,1002.636,True,False,True,False,True,False,,9.79,10.7,1.75,-0.13,3.36,6.63,,,14.64,5605090,,,96.4934,,4.59,3.2,5.6231,-4.72155,0.05,0.67,0.49,2026-05-18T00:00:00,2011-01-27T00:00:00,1/27/2011,1296086400,2026-04-22T00:00:00
