,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-07-31,JEQ,abrdn Japan Equity Fund,Equity-Asia Equity,6.06,6.97,-0.1306
1,2023-07-31,IFN,The India Fund Inc,Equity-Asia Equity,17.12,17.02,0.0059
2,2023-07-31,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.45,8.89,-0.162
3,2023-07-31,IIF,Morgan Stanley India Investment,Equity-Asia Equity,22.5,27.31,-0.1761
4,2023-07-31,CAF,Morgan Stanley China A Share,Equity-Asia Equity,13.58,16.63,-0.1834
5,2023-07-31,TDF,Templeton Dragon,Equity-Asia Equity,10.09,11.68,-0.1361
6,2023-07-31,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.33,7.33,-0.1364
7,2023-07-31,TWN,Taiwan Fund,Equity-Asia Equity,33.32,41.48,-0.1808
8,2023-07-31,KF,Korea Fund,Equity-Asia Equity,24.1,28.11,-0.13949999999999999
9,2023-07-31,CHN,China Fund,Equity-Asia Equity,12.5,14.3,-0.1448
10,2023-07-31,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.7,19.55,-0.0506
11,2023-07-31,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,15.3,15.49,-0.0155
12,2023-07-31,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,8.45,8.56,-0.027999999999999997
13,2023-07-31,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,11.34,11.11,0.0036
14,2023-07-31,IGD,Voya Global Equity Dividend&amp;Prm Opp Fd,Equity-Covered-Call Funds,5.21,5.91,-0.1184
15,2023-07-31,STK,Columbia Seligman Premium Technology Gr,Equity-Covered-Call Funds,31.04,28.99,0.0707
16,2023-07-31,BOE,BlackRock Enhanced Glbl Div Trust,Equity-Covered-Call Funds,10.23,11.81,-0.1338
17,2023-07-31,BDJ,BlackRock Enhanced Dividend Achievers,Equity-Covered-Call Funds,8.37,8.96,-0.0658
18,2023-07-31,BGY,BlackRock Enhanced Intl Div Trust,Equity-Covered-Call Funds,5.52,6.25,-0.1168
19,2023-07-31,CII,BlackRock Enhanced Capital and Income,Equity-Covered-Call Funds,19.09,19.57,-0.0245
20,2023-07-31,MCN,Madison Covered Call &amp; Eq Strat,Equity-Covered-Call Funds,7.51,7.45,0.008100000000000001
21,2023-07-31,GNT,"GAMCO Natural Resources, Gold &amp; Inc Tr",Equity-Covered-Call Funds,5.29,6.28,-0.1576
22,2023-07-31,FFA,First Trust Enhanced Equity Income,Equity-Covered-Call Funds,18.3,18.73,-0.025099999999999997
23,2023-07-31,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite,Equity-Covered-Call Funds,24.72,24.91,-0.0048
24,2023-07-31,BXMX,Nuveen S&amp;P 500 Buy-Write Income,Equity-Covered-Call Funds,13.59,13.99,-0.0286
25,2023-07-31,SPXX,Nuveen S&amp;P 500 Dynamic Overwrite,Equity-Covered-Call Funds,15.9,16.62,-0.0451
