,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
0,MGF,-0.061399999999999996,8.19113,8.72727,0.02,0.91,15,Morningstar US CEF Investment Grade,2,abrdn Inc.,True,2.75,-0.01,2.9299999999999997,2026-09-22T00:00:00,552939100,Aberdeen Government Markets Income,2026-09-22,XMGFX,Fixed Income - Taxable-Investment Grade,,89.623,,Monthly,0.04709,0.02,10.0,3.9638,0.0,6.55,0.8,,95.489,False,False,False,True,True,False,,3.37,3.99,-0.73,-0.9500000000000001,-0.88,-0.01,,,0.37,732290,,0.0,91.4686,,,5.93,2.95085,-4.98049,-0.86,-0.28,-0.28,2026-09-22T00:00:00,1987-05-28T00:00:00,5/28/1987,549158400,2026-09-22T00:00:00
1,IFN,-0.1072,12.02275,13.46679,0.37,-6.55,1,Morningstar US CEF Asia Equity,1,abrdn Asia Limited,True,10.99,-0.04,12.31,2026-09-22T00:00:00,454089103,"Aberdeen India Fund, Inc",2026-09-22,XIFNX,Equity-Asia Equity,0.28,475.968,,Quarterly,-0.02842,0.37,15.0,,,,1.36,,533.137,True,False,False,False,True,False,,4.79,1.1400000000000001,0.03,0.76,-6.53,-7.32,,,-10.28,2041270,,,,,,,12.77609,-6.46045,-1.8,-1.9,-1.63,2026-09-22T00:00:00,1994-02-23T00:00:00,2/23/1994,761961600,2026-08-24T00:00:00
2,MIN,-0.059500000000000004,9.52381,10.12658,0.02,1.52,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,2.37,0.02,2.52,2026-09-22T00:00:00,55273C107,Aberdeen Intermediate Income,2026-09-22,XMINX,Fixed Income - Taxable-Global Income,,269.702,,Monthly,0.04255,0.02,10.0,4.2949,0.0,3.24,0.73,,286.772,False,False,False,True,True,False,,4.51,4.98,1.06,0.73,0.14,-0.96,,,-1.06,2325280,,0.0,97.167,,,3.34,2.52924,-5.02443,-0.6,0.0,0.3,2026-09-22T00:00:00,1988-03-17T00:00:00,3/17/1988,574560000,2026-09-22T00:00:00
3,MMT,-0.0768,10.23454,11.08545,0.04,2.71,13,Morningstar US CEF Global Income,72,MFS,True,4.33,-0.04,4.6899999999999995,2026-09-22T00:00:00,552737108,Aberdeen Multi-Market Income,2026-09-22,XMMTX,Fixed Income - Taxable-Global Income,27.37,502.252,,Monthly,0.1389,0.04,10.0,6.0294,,,2.86,,749.009,True,False,False,False,True,False,,7.49,9.29,2.75,1.16,0.2,2.73,,,3.26,1480560,,,95.7664,,7.33,5.35,4.58152,-7.63117,-0.04,0.58,0.41000000000000003,2026-09-22T00:00:00,1987-03-12T00:00:00,3/12/1987,542505600,2026-09-22T00:00:00
4,MFM,-0.0924,6.3943200000000004,7.04501,0.03,7.66,21,Morningstar US CEF Municipal,2,abrdn Inc.,False,5.11,-0.01,5.63,2026-09-22T00:00:00,552738106,Aberdeen Municipal Income,2026-09-22,XMFMX,Fixed Income - Municipal-Municipal,38.57,508.086,,Monthly,0.13078,0.03,10.0,5.1801,,,2.83,,911.29,True,False,True,False,False,False,,4.91,8.2,-0.93,-1.09,0.99,3.17,,,9.88,1597100,22.29,,95.5991,,14.38,8.98,5.41283,-9.28226,0.04,-1.15,-0.26,2026-09-22T00:00:00,1986-11-25T00:00:00,11/25/1986,533260800,2026-09-22T00:00:00
5,FAX,-0.0601,12.14575,12.92175,0.15,2.55,13,Morningstar US CEF Global Income,1,abrdn Asia Limited,True,13.93,-0.23,14.82,2026-09-22T00:00:00,003009867,abrdn Asia-Pacific Income Fund Inc,2026-09-22,XFAPX,Fixed Income - Taxable-Global Income,40.07,608.341,,Monthly,0.50096,0.15,10.0,6.3298,,,4.22,,1080.009,True,False,False,False,True,False,,5.85,10.95,-1.3,0.9400000000000001,0.3,4.65,,,2.34,1773410,,,,,7.76,4.74,15.05803,-5.4816,-0.33,-1.71,-0.76,2026-09-22T00:00:00,1986-04-24T00:00:00,4/24/1986,514684800,2026-09-22T00:00:00
6,IAF,-0.0797,9.96441,10.82753,0.35,6.03,9,Morningstar US CEF Single Country Equity,1,abrdn Asia Limited,True,12.93,-0.05,14.05,2026-09-22T00:00:00,003011111,abrdn Australia Equity Fund Inc,2026-09-22,XIAFX,Equity-Single-Country Equity,7.42,123.9,,Quarterly,0.10818,0.35,10.125,,,,1.9900000000000002,,145.417,True,False,True,False,True,False,,12.29,14.26,5.23,4.51,9.95,11.63,,,7.01,221270,,,,,,,13.03301,-9.969570000000001,1.34,1.73,2.26,2026-09-22T00:00:00,1985-12-12T00:00:00,12/12/1985,503193600,2026-08-24T00:00:00
7,AEF,-0.0665,9.87654,10.57986,0.26,67.28,4,Morningstar US CEF Emerging Market Equity,3,abrdn Investments Limited,True,9.83,-0.22,10.53,2026-09-22T00:00:00,00301W105,abrdn Emerging Markets ex-China Fund,2026-09-22,XAEFX,Equity-Emerging Market Equity,5.94,399.112,,Quarterly,0.0453,0.26,15.0,,,,1.8599999999999999,,454.533,True,True,True,False,True,False,,29.65,34.6,8.77,10.88,40.8,43.76,,,73.48,1455800,,,,,,,8.18236,-9.16764,1.56,1.12,1.2,2026-09-22T00:00:00,1989-09-25T00:00:00,9/25/1989,622684800,2026-09-22T00:00:00
8,AGD,0.0076,12.14165,12.05021,0.12,21.53,5,Morningstar US CEF Global Equity,3,abrdn Investments Limited,True,11.95,-0.18,11.86,2026-09-22T00:00:00,00302M106,abrdn Global Dynamic Dividend,2026-09-22,XAGDX,Equity-Global Equity,0.7000000000000001,312.783,,Monthly,0.29668,0.12,20.0,,,,1.29,,312.621,True,False,False,False,True,False,,15.6,23.74,7.67,10.42,12.78,16.12,,,17.32,1154590,,,,,,,12.07805,1.32536,-0.15,0.17,0.25,2026-09-22T00:00:00,2006-07-26T00:00:00,7/26/2006,1153872000,2026-09-22T00:00:00
9,ASGI,-0.0664,12.51185,13.40102,0.22,17.64,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,19.7,-0.3,21.1,2026-09-22T00:00:00,00326W106,abrdn Global Infrastructure Income Fund,2026-09-22,XAGIX,Fixed Income - Taxable-Global Income,1.02,623.088,,Monthly,0.08556,0.22,20.0,,,,2.16,,674.278,True,False,False,False,True,False,,14.21,22.61,8.09,12.34,10.5,8.88,,,23.02,1876960,,,,,,,22.76207,3.33064,-2.4,-2.29,-2.36,2026-09-22T00:00:00,2020-07-28T00:00:00,7/28/2020,1595894400,2026-09-22T00:00:00
