,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-07-14,JEQ,abrdn Japan Equity Fund,Equity-Asia Equity,5.91,6.88,-0.141
1,2023-07-14,IFN,The India Fund Inc,Equity-Asia Equity,16.82,16.88,-0.0036
2,2023-07-14,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.27,8.73,-0.1672
3,2023-07-14,IIF,Morgan Stanley India Investment,Equity-Asia Equity,22.11,27.07,-0.1832
4,2023-07-14,CAF,Morgan Stanley China A Share,Equity-Asia Equity,12.82,16.05,-0.20120000000000002
5,2023-07-14,TDF,Templeton Dragon,Equity-Asia Equity,9.44,11.11,-0.1503
6,2023-07-14,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.28,7.26,-0.135
7,2023-07-14,TWN,Taiwan Fund,Equity-Asia Equity,33.33,40.28,-0.1765
8,2023-07-14,KF,Korea Fund,Equity-Asia Equity,23.72,27.63,-0.1408
9,2023-07-14,CHN,China Fund,Equity-Asia Equity,11.47,13.71,-0.159
10,2023-07-14,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,15.21,15.5,-0.0161
11,2023-07-14,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,8.5,8.75,-0.0286
12,2023-07-14,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,11.22,11.55,-0.019
13,2023-07-14,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.64,19.71,-0.056299999999999996
14,2023-07-14,IGD,Voya Global Equity Dividend&amp;Prm Opp Fd,Equity-Covered-Call Funds,5.13,5.82,-0.1186
15,2023-07-14,STK,Columbia Seligman Premium Technology Gr,Equity-Covered-Call Funds,30.56,28.24,0.08220000000000001
16,2023-07-14,BOE,BlackRock Enhanced Glbl Div Trust,Equity-Covered-Call Funds,10.06,11.68,-0.1387
17,2023-07-14,BDJ,BlackRock Enhanced Dividend Achievers,Equity-Covered-Call Funds,8.29,8.86,-0.0643
18,2023-07-14,BGY,BlackRock Enhanced Intl Div Trust,Equity-Covered-Call Funds,5.47,6.28,-0.129
19,2023-07-14,CII,BlackRock Enhanced Capital and Income,Equity-Covered-Call Funds,18.78,19.28,-0.0259
