,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
0,IFN,-0.045899999999999996,14.24051,14.925370000000001,0.44999999999999996,-18.57,1,Morningstar US CEF Asia Equity,1,abrdn Asia Limited,True,12.06,0.1,12.64,2026-04-28T00:00:00,454089103,"Aberdeen India Fund, Inc",2026-04-28,XIFNX,Equity-Asia Equity,0.28,506.353,,Quarterly,-0.05571,0.44999999999999996,15.0,,,,1.36,,530.705,True,False,True,False,True,False,,3.4,2.9,1.02,2.35,-18.3,-14.7,,,-16.9,1930170,,,,,,,14.53299,-5.2145,0.38,-0.18,0.12,2026-04-28T00:00:00,1994-02-23T00:00:00,2/23/1994,761961600,2026-02-20T00:00:00
1,FAX,-0.0463,12.56345,13.17365,0.16499999999999998,3.58,13,Morningstar US CEF Global Income,1,abrdn Asia Limited,True,15.03,-0.04,15.76,2026-04-28T00:00:00,003009867,abrdn Asia-Pacific Income Fund Inc,2026-04-28,XFAPX,Fixed Income - Taxable-Global Income,39.57,620.478,,Monthly,0.50096,0.16499999999999998,10.0,6.3331,,,4.22,,1076.614,True,False,True,False,True,False,,4.52,9.49,-1.56,0.89,-3.31,-2.95,,,4.22,1699290,,,,,7.87,4.69,15.65338,-5.2598,0.33,0.41000000000000003,1.01,2026-04-28T00:00:00,1986-04-24T00:00:00,4/24/1986,514684800,2026-04-22T00:00:00
2,IAF,-0.10830000000000001,10.19108,11.42857,0.36,13.46,9,Morningstar US CEF Single Country Equity,1,abrdn Asia Limited,True,12.6,-0.13,14.13,2026-04-28T00:00:00,003011111,abrdn Australia Equity Fund Inc,2026-04-28,XIAFX,Equity-Single-Country Equity,6.89,118.337,,Quarterly,0.07433000000000001,0.36,10.125,,,,1.9900000000000002,,142.527,True,False,False,False,True,False,,7.78,8.74,4.85,3.58,-2.02,-3.7800000000000002,,,11.77,213520,,,,,,,13.27768,-10.00129,-0.58,-0.53,-0.89,2026-04-28T00:00:00,1985-12-12T00:00:00,12/12/1985,503193600,2026-02-20T00:00:00
3,AEF,-0.0723,8.67769,9.35412,0.21,56.63,4,Morningstar US CEF Emerging Market Equity,3,abrdn Investments Limited,True,8.98,-0.08,9.68,2026-04-28T00:00:00,00301W105,abrdn Emerging Markets ex-China Fund,2026-04-28,XAEFX,Equity-Emerging Market Equity,6.43,364.601,,Quarterly,0.00111,0.21,15.0,,,,1.8599999999999999,,420.022,True,True,True,False,True,False,,19.26,21.1,3.68,5.12,9.26,7.14,,,63.55,1441400,,,,,,,6.77135,-10.1245,1.73,1.03,1.38,2026-04-28T00:00:00,1989-09-25T00:00:00,9/25/1989,622684800,2026-03-24T00:00:00
4,AGD,0.0151,12.04013,11.86161,0.12,20.61,5,Morningstar US CEF Global Equity,3,abrdn Investments Limited,True,12.14,-0.05,11.96,2026-04-28T00:00:00,00302M106,abrdn Global Dynamic Dividend,2026-04-28,XAGDX,Equity-Global Equity,1.6600000000000001,302.069,,Monthly,0.41014,0.12,20.0,,,,1.29,,302.616,True,True,True,False,True,False,,12.17,16.79,7.02,9.12,1.04,-4.52,,,22.31,1233280,,,,,,,11.63291,1.06784,0.09,0.41000000000000003,0.41000000000000003,2026-04-28T00:00:00,2006-07-26T00:00:00,7/26/2006,1153872000,2026-04-22T00:00:00
5,FCO,-0.0255,30.65693,31.46067,0.06999999999999999,11.0,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,2.67,-0.04,2.74,2026-04-28T00:00:00,003013109,"abrdn Global Income Fund, Inc.",2026-04-28,XFCOX,Fixed Income - Taxable-Global Income,31.27,35.982,,Monthly,0.10196000000000001,0.06999999999999999,15.0,6.9171,,,4.85,,53.726,True,False,False,False,True,False,,10.28,1.53,2.93,-3.37,-1.21,15.42,,,-34.64,1286580,,,,,7.24,5.4,4.28954,40.83371,-0.87,-1.88,-0.9500000000000001,2026-04-28T00:00:00,1992-02-28T00:00:00,2/28/1992,699235200,2026-04-22T00:00:00
6,ASGI,0.031200000000000002,12.13187,11.764710000000001,0.22999999999999998,27.57,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,23.46,-0.24,22.75,2026-04-28T00:00:00,00326W106,abrdn Global Infrastructure Income Fund,2026-04-28,XAGIX,Fixed Income - Taxable-Global Income,0.81,741.859,,Monthly,0.2218,0.22999999999999998,20.0,,,,2.16,,725.245,True,True,True,False,True,False,,13.62,20.33,9.78,12.55,9.11,3.0,,,37.23,1750850,,,,,,,21.56686,-0.06498000000000001,0.76,-0.19,0.14,2026-04-28T00:00:00,2020-07-28T00:00:00,7/28/2020,1595894400,2026-04-22T00:00:00
7,AWP,0.0051,4.0404,4.0201,0.04,11.11,7,Morningstar US CEF Real Estate,2,abrdn Inc.,True,11.94,-0.03,11.88,2026-04-28T00:00:00,00302L207,abrdn Global Premier Properties,2026-04-28,XAWPX,Equity-Real Estate,7.97,357.473,,Monthly,0.02621,0.04,20.0,,,,2.27,,386.479,True,True,False,False,True,False,,7.5600000000000005,9.06,0.52,1.51,1.69,-1.05,,,7.5600000000000005,1172830,,,,,,,11.77772,1.7491700000000001,-1.15,-0.17,-0.72,2026-04-28T00:00:00,2007-04-26T00:00:00,4/26/2007,1177545600,2026-04-22T00:00:00
8,HQH,-0.052199999999999996,12.1798,12.85059,0.63,26.67,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,19.61,0.0,20.69,2026-04-28T00:00:00,87911J103,abrdn Healthcare Investors,2026-04-28,XHQHX,Equity-Sector Equity,1.1,1121.54,,Quarterly,-0.04542,0.63,10.0,,,,1.11,,1183.307,True,True,True,False,True,False,,10.73,13.04,5.32,4.38,-1.07,-3.08,,,24.35,1875670,,,,,,,17.70502,-8.24674,1.75,0.75,1.4100000000000001,2026-04-28T00:00:00,1987-04-23T00:00:00,4/23/1987,546134400,2026-02-20T00:00:00
9,THQ,0.0173,12.03343,11.82913,0.18,-3.29,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,18.26,-0.03,17.95,2026-04-28T00:00:00,879105104,abrdn Healthcare Opportunities Fund,2026-04-28,XTHQX,Equity-Sector Equity,23.22,756.648,,Monthly,-0.04983,0.18,20.0,4.1837,,,3.02,,968.803,True,True,True,False,True,False,,3.42,6.82,3.08,3.62,-6.12,-9.51,,,-8.0,1859700,,,,,7.72,,18.10554,-0.6174200000000001,0.79,0.37,0.76,2026-04-28T00:00:00,2014-07-28T00:00:00,7/28/2014,1406505600,2026-04-22T00:00:00
