,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-07-28,JEQ,abrdn Japan Equity Fund,Equity-Asia Equity,6.05,6.97,-0.132
1,2023-07-28,IFN,The India Fund Inc,Equity-Asia Equity,16.98,16.93,0.003
2,2023-07-28,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.47,8.89,-0.1597
3,2023-07-28,IIF,Morgan Stanley India Investment,Equity-Asia Equity,22.43,27.27,-0.1775
4,2023-07-28,CAF,Morgan Stanley China A Share,Equity-Asia Equity,13.53,16.64,-0.1869
5,2023-07-28,TDF,Templeton Dragon,Equity-Asia Equity,9.95,11.62,-0.1437
6,2023-07-28,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.34,7.23,-0.13970000000000002
7,2023-07-28,TWN,Taiwan Fund,Equity-Asia Equity,33.98,41.3,-0.1857
8,2023-07-28,KF,Korea Fund,Equity-Asia Equity,24.19,27.8,-0.1558
9,2023-07-28,CHN,China Fund,Equity-Asia Equity,12.23,13.62,-0.1402
10,2023-07-28,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.56,19.41,-0.051500000000000004
11,2023-07-28,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,15.25,15.39,-0.0149
12,2023-07-28,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,8.32,8.49,-0.028300000000000002
13,2023-07-28,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,11.15,11.08,-0.0009
14,2023-07-28,NFJ,AllianzGI Div Interest &amp; Prem Common,Equity-Covered-Call Funds,12.8,14.87,-0.1392
15,2023-07-28,STK,Columbia Seligman Premium Technology Gr,Equity-Covered-Call Funds,30.78,28.82,0.068
16,2023-07-28,BOE,BlackRock Enhanced Glbl Div Trust,Equity-Covered-Call Funds,10.23,11.72,-0.12710000000000002
17,2023-07-28,BDJ,BlackRock Enhanced Dividend Achievers,Equity-Covered-Call Funds,8.33,8.94,-0.0682
18,2023-07-28,BGY,BlackRock Enhanced Intl Div Trust,Equity-Covered-Call Funds,5.51,6.22,-0.11410000000000001
19,2023-07-28,CII,BlackRock Enhanced Capital and Income,Equity-Covered-Call Funds,18.97,19.39,-0.0217
20,2023-07-28,FFA,First Trust Enhanced Equity Income,Equity-Covered-Call Funds,18.26,18.73,-0.025099999999999997
21,2023-07-28,GNT,"GAMCO Natural Resources, Gold &amp; Inc Tr",Equity-Covered-Call Funds,5.18,6.21,-0.1659
22,2023-07-28,MCN,Madison Covered Call &amp; Eq Strat,Equity-Covered-Call Funds,7.48,7.4,0.009500000000000001
23,2023-07-28,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite,Equity-Covered-Call Funds,24.79,24.56,-0.002
24,2023-07-28,BXMX,Nuveen S&amp;P 500 Buy-Write Income,Equity-Covered-Call Funds,13.59,13.92,-0.0286
25,2023-07-28,SPXX,Nuveen S&amp;P 500 Dynamic Overwrite,Equity-Covered-Call Funds,15.870000000000001,16.47,-0.0451
26,2023-07-28,EOI,Eaton Vance Enhanced Equity Income,Equity-Covered-Call Funds,16.81,16.69,-0.0042
27,2023-07-28,EOS,Eaton Vance Enhanced Equity Income II,Equity-Covered-Call Funds,18.3,18.83,-0.0435
28,2023-07-28,ETY,Eaton Vance Tax-Managed Divrs Equity Inc,Equity-Covered-Call Funds,12.43,12.47,-0.012
29,2023-07-28,ETB,Eaton Vance Tax-Managed Buy-Write Income,Equity-Covered-Call Funds,13.8,14.28,-0.0392
30,2023-07-28,ETV,Eaton Vance Tax-Managed Buy-Write Opp,Equity-Covered-Call Funds,13.27,13.24,-0.0113
31,2023-07-28,ETW,Eaton Vance Tx-Mgd Glbl Buy-Write Opp,Equity-Covered-Call Funds,8.3,9.11,-0.0922
32,2023-07-28,EXG,Eaton Vance Tax-Mgd Glb Divrs Equity Inc,Equity-Covered-Call Funds,8.05,8.81,-0.0919
33,2023-07-28,ETJ,Eaton Vance Risk-Mgd Divers Eq Inc,Equity-Covered-Call Funds,8.25,8.56,-0.035
34,2023-07-28,IGA,Voya Global Advantage and Premium Opp Fd,Equity-Covered-Call Funds,8.47,9.85,-0.1492
35,2023-07-28,IGD,Voya Global Equity Dividend&amp;Prm Opp Fd,Equity-Covered-Call Funds,5.23,5.9,-0.12539999999999998
36,2023-07-28,DIAX,Nuveen Dow 30 Dynamic Overwrite,Equity-Covered-Call Funds,14.43,16.09,-0.1081
37,2023-07-28,EMF,Templeton Emerging Markets,Equity-Emerging Market Equity,12.57,14.46,-0.1307
38,2023-07-28,CEE,The Central and Eastern Europe Fund,Equity-Emerging Market Equity,9.2,8.99,0.023399999999999997
39,2023-07-28,AEF,abrdn Emerging Markets Equity Inc,Equity-Emerging Market Equity,5.45,6.36,-0.1431
40,2023-07-28,MXE,Mexico Equity &amp; Income,Equity-Emerging Market Equity,10.65,14.93,-0.2867
41,2023-07-28,MXF,Mexico Fund,Equity-Emerging Market Equity,17.94,22.45,-0.21289999999999998
42,2023-07-28,IHD,Voya Emerging Markets High Div Eq Fd,Equity-Emerging Market Equity,5.45,6.17,-0.1378
43,2023-07-28,RGT,Royce Global ValueTrust Fund,Equity-Global Equity,9.37,11.23,-0.1656
44,2023-07-28,LGI,Lazard Global Total Return and Income,Equity-Global Equity,15.69,17.97,-0.12689999999999999
45,2023-07-28,GGZ,Gabelli Global Small &amp; Mid Cap Value Tru,Equity-Global Equity,12.24,14.52,-0.157
46,2023-07-28,EEA,European Equity Fund,Equity-Global Equity,8.925,10.37,-0.1393
47,2023-07-28,FDEU,First Trust Dynamic Europe Equity Income,Equity-Global Equity,13.6,14.17,-0.04019999999999999
48,2023-07-28,HEQ,John Hancock Hedged Equity &amp; Income Fund,Equity-Global Equity,10.85,11.74,-0.0758
49,2023-07-28,HTY,JH Tax Advantaged Global Shareholder Yld,Equity-Global Equity,4.85,5.5,-0.1182
50,2023-07-28,AOD,abrdn Total Dynamic Dividend,Equity-Global Equity,8.38,9.7,-0.1361
51,2023-07-28,AGD,abrdn Global Dynamic Dividend,Equity-Global Equity,9.69,11.18,-0.1333
52,2023-07-28,GLQ,Clough Global Equity,Equity-Global Equity,6.33,7.53,-0.1594
53,2023-07-28,CPZ,Calamos L/S Equity &amp; Dynamic Inc Trust,Equity-Global Equity,15.71,18.07,-0.1422
54,2023-07-28,ETG,Eaton Vance Tax Adv Global Dividend Inc,Equity-Global Equity,17.24,18.89,-0.0942
55,2023-07-28,IDE,Voya Infrastructure Industrials&amp;Matls Fd,Equity-Global Equity,10.16,11.73,-0.13470000000000001
56,2023-07-28,EOD,Allspring Global Dividend Opp Fd,Equity-Global Equity,4.5,4.97,-0.1026
57,2023-07-28,SRV,NXG Cushing Midstream Energy Fund,Equity-MLP,40.14,38.75,0.0359
58,2023-07-28,CEN,Center Coast Brookfield MLP &amp; NRG Inf Fd,Equity-MLP,20.43,21.42,-0.0462
