,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-07-19,JEQ,abrdn Japan Equity Fund,Equity-Asia Equity,5.98,7.0,-0.1457
1,2023-07-19,IFN,The India Fund Inc,Equity-Asia Equity,17.15,17.0,0.0088
2,2023-07-19,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.35,8.85,-0.16949999999999998
3,2023-07-19,IIF,Morgan Stanley India Investment,Equity-Asia Equity,22.38,27.36,-0.182
4,2023-07-19,CAF,Morgan Stanley China A Share,Equity-Asia Equity,12.71,15.79,-0.19510000000000002
5,2023-07-19,TDF,Templeton Dragon,Equity-Asia Equity,9.21,10.86,-0.1519
6,2023-07-19,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.26,7.2,-0.1306
7,2023-07-19,TWN,Taiwan Fund,Equity-Asia Equity,33.9999,40.6,-0.17809999999999998
8,2023-07-19,KF,Korea Fund,Equity-Asia Equity,23.67,28.14,-0.156
9,2023-07-19,CHN,China Fund,Equity-Asia Equity,11.19,13.12,-0.14859999999999998
10,2023-07-19,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,15.42,15.65,-0.014100000000000001
11,2023-07-19,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,8.6,8.81,-0.030600000000000002
12,2023-07-19,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,11.4,11.7,-0.0231
13,2023-07-19,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.93,19.87,-0.0508
14,2023-07-19,NFJ,AllianzGI Div Interest &amp; Prem Common,Equity-Covered-Call Funds,12.58,14.74,-0.1465
15,2023-07-19,IGD,Voya Global Equity Dividend&amp;Prm Opp Fd,Equity-Covered-Call Funds,5.16,5.87,-0.121
16,2023-07-19,STK,Columbia Seligman Premium Technology Gr,Equity-Covered-Call Funds,30.83,28.5,0.0818
17,2023-07-19,BOE,BlackRock Enhanced Glbl Div Trust,Equity-Covered-Call Funds,10.21,11.78,-0.1333
18,2023-07-19,BDJ,BlackRock Enhanced Dividend Achievers,Equity-Covered-Call Funds,8.39,8.96,-0.0636
19,2023-07-19,BGY,BlackRock Enhanced Intl Div Trust,Equity-Covered-Call Funds,5.51,6.29,-0.124
20,2023-07-19,CII,BlackRock Enhanced Capital and Income,Equity-Covered-Call Funds,19.02,19.46,-0.0226
21,2023-07-19,MCN,Madison Covered Call &amp; Eq Strat,Equity-Covered-Call Funds,7.76,7.36,0.054299999999999994
22,2023-07-19,BXMX,Nuveen S&amp;P 500 Buy-Write Income,Equity-Covered-Call Funds,13.63,13.93,-0.0215
23,2023-07-19,SPXX,Nuveen S&amp;P 500 Dynamic Overwrite,Equity-Covered-Call Funds,15.9,16.54,-0.0387
24,2023-07-19,GNT,"GAMCO Natural Resources, Gold &amp; Inc Tr",Equity-Covered-Call Funds,5.21,6.24,-0.16510000000000002
25,2023-07-19,FFA,First Trust Enhanced Equity Income,Equity-Covered-Call Funds,17.95,18.44,-0.028200000000000003
26,2023-07-19,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite,Equity-Covered-Call Funds,25.12,24.87,0.0129
27,2023-07-19,EOI,Eaton Vance Enhanced Equity Income,Equity-Covered-Call Funds,16.84,16.9,-0.0053
28,2023-07-19,EOS,Eaton Vance Enhanced Equity Income II,Equity-Covered-Call Funds,18.65,19.16,-0.0276
29,2023-07-19,ETY,Eaton Vance Tax-Managed Divrs Equity Inc,Equity-Covered-Call Funds,12.67,12.65,0.0008
30,2023-07-19,ETB,Eaton Vance Tax-Managed Buy-Write Income,Equity-Covered-Call Funds,14.04,14.38,-0.025
31,2023-07-19,ETV,Eaton Vance Tax-Managed Buy-Write Opp,Equity-Covered-Call Funds,13.35,13.4,-0.0045000000000000005
32,2023-07-19,ETW,Eaton Vance Tx-Mgd Glbl Buy-Write Opp,Equity-Covered-Call Funds,8.43,9.22,-0.0857
