,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
0,MGF,-0.0602,8.02676,8.54093,0.02,2.16,15,Morningstar US CEF Investment Grade,2,abrdn Inc.,True,2.81,0.0,2.99,2026-07-31T00:00:00,552939100,Aberdeen Government Markets Income,2026-07-31,XMGFX,Fixed Income - Taxable-Investment Grade,,91.578,,Monthly,0.04709,0.02,10.0,3.648,0.0,6.55,0.8,,97.445,False,False,False,True,True,False,,3.17,3.14,-0.79,-1.3900000000000001,-0.88,-2.7800000000000002,,,-1.18,724700,,0.0,93.073,,,4.95,2.9883800000000003,-4.67515,-0.93,0.59,-0.21,2026-07-31T00:00:00,1987-05-28T00:00:00,5/28/1987,549158400,2026-07-23T00:00:00
1,IFN,-0.09300000000000001,12.08366,13.32195,0.38999999999999996,-9.02,1,Morningstar US CEF Asia Equity,1,abrdn Asia Limited,True,11.71,-0.03,12.91,2026-07-31T00:00:00,454089103,"Aberdeen India Fund, Inc",2026-07-31,XIFNX,Equity-Asia Equity,0.28,499.454,,Quarterly,-0.05353,0.38999999999999996,15.0,,,,1.36,,550.637,True,False,False,False,True,False,,3.87,0.15,1.99,2.06,-7.33,-8.75,,,-11.55,2083490,,,,,,,13.30747,-5.96671,-1.6400000000000001,-0.97,-1.24,2026-07-31T00:00:00,1994-02-23T00:00:00,2/23/1994,761961600,2026-05-21T00:00:00
2,MIN,-0.0659,9.30233,9.95851,0.02,2.62,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,2.41,0.01,2.58,2026-07-31T00:00:00,55273C107,Aberdeen Intermediate Income,2026-07-31,XMINX,Fixed Income - Taxable-Global Income,,274.254,,Monthly,0.04255,0.02,10.0,3.9175,0.0,3.24,0.73,,293.599,False,False,False,True,True,False,,4.52,4.16,1.04,0.38,0.14,-2.5700000000000003,,,-1.97,2325880,,0.0,97.8913,,,2.54,2.56787,-4.53744,-1.2,-0.41000000000000003,-0.61,2026-07-31T00:00:00,1988-03-17T00:00:00,3/17/1988,574560000,2026-07-23T00:00:00
3,MMT,-0.0983,10.04184,11.13689,0.04,3.15,13,Morningstar US CEF Global Income,72,MFS,True,4.31,-0.03,4.78,2026-07-31T00:00:00,552737108,Aberdeen Multi-Market Income,2026-07-31,XMMTX,Fixed Income - Taxable-Global Income,26.99,499.932,,Monthly,0.1389,0.04,10.0,5.9077,0.060000000000000005,6.94,2.86,,759.449,True,False,False,True,True,False,,7.0,6.96,2.7199999999999998,1.3,-0.43,-2.2800000000000002,,,1.49,1204460,,0.0,97.0375,,6.68,4.91,4.62707,-7.49925,-2.23,-1.29,-1.65,2026-07-31T00:00:00,1987-03-12T00:00:00,3/12/1987,542505600,2026-07-23T00:00:00
4,MFM,-0.0867,6.12245,6.7039100000000005,0.03,9.25,21,Morningstar US CEF Municipal,2,abrdn Inc.,False,5.37,-0.03,5.88,2026-07-31T00:00:00,552738106,Aberdeen Municipal Income,2026-07-31,XMFMX,Fixed Income - Municipal-Municipal,37.55,533.938,,Monthly,0.13078,0.03,10.0,5.1253,17.81,21.01,2.83,,936.147,True,False,True,True,False,False,,4.36,5.16,-0.92,-1.4,1.51,2.21,,,10.66,1373250,19.0,0.13,98.0793,,12.81,8.63,5.39758,-9.45523,0.76,0.02,0.28,2026-07-31T00:00:00,1986-11-25T00:00:00,11/25/1986,533260800,2026-07-23T00:00:00
5,FAX,-0.035300000000000005,13.17365,13.65517,0.16499999999999998,2.95,13,Morningstar US CEF Global Income,1,abrdn Asia Limited,True,14.5,0.04,15.03,2026-07-31T00:00:00,003009867,abrdn Asia-Pacific Income Fund Inc,2026-07-31,XFAPX,Fixed Income - Taxable-Global Income,39.74,633.234,,Monthly,0.50096,0.16499999999999998,10.0,6.4288,,,4.22,,1089.179,True,False,True,False,True,False,,4.08,8.64,-1.31,0.15,-1.43,2.06,,,2.39,1796910,,,,,7.68,4.66,15.33724,-5.18274,0.88,1.28,1.28,2026-07-31T00:00:00,1986-04-24T00:00:00,4/24/1986,514684800,2026-07-23T00:00:00
6,IAF,-0.1162,9.95851,11.26761,0.36,6.24,9,Morningstar US CEF Single Country Equity,1,abrdn Asia Limited,True,12.78,-0.11,14.46,2026-07-31T00:00:00,003011111,abrdn Australia Equity Fund Inc,2026-07-31,XIAFX,Equity-Single-Country Equity,7.36,122.463,,Quarterly,0.10818,0.36,10.125,,,,1.9900000000000002,,146.59,True,False,False,False,True,False,,9.49,9.71,5.18,2.86,6.37,4.34,,,6.75,220360,,,,,,,13.12157,-9.95893,-1.18,-0.88,-0.78,2026-07-31T00:00:00,1985-12-12T00:00:00,12/12/1985,503193600,2026-05-21T00:00:00
7,AEF,-0.09949999999999999,9.4359,10.47836,0.22999999999999998,56.96,4,Morningstar US CEF Emerging Market Equity,3,abrdn Investments Limited,True,8.78,0.2,9.75,2026-07-31T00:00:00,00301W105,abrdn Emerging Markets ex-China Fund,2026-07-31,XAEFX,Equity-Emerging Market Equity,6.39,356.481,,Quarterly,0.00111,0.22999999999999998,15.0,,,,1.8599999999999999,,422.864,True,True,False,False,True,False,,23.66,28.04,7.41,9.11,29.95,32.17,,,61.34,1468110,,,,,,,7.71684,-9.49052,-0.33,-0.43,-0.44,2026-07-31T00:00:00,1989-09-25T00:00:00,9/25/1989,622684800,2026-06-23T00:00:00
8,AGD,0.005,11.91067,11.85185,0.12,23.85,5,Morningstar US CEF Global Equity,3,abrdn Investments Limited,True,12.15,0.06,12.09,2026-07-31T00:00:00,00302M106,abrdn Global Dynamic Dividend,2026-07-31,XAGDX,Equity-Global Equity,0.6900000000000001,318.018,,Monthly,0.29668,0.12,20.0,,,,1.29,,318.641,True,True,False,False,True,False,,13.86,20.4,7.68,10.32,11.5,11.76,,,21.4,1223570,,,,,,,12.04364,2.05916,-0.36,-0.42,-0.06,2026-07-31T00:00:00,2006-07-26T00:00:00,7/26/2006,1153872000,2026-07-23T00:00:00
9,ASGI,0.08779999999999999,12.01639,11.04603,0.22,18.23,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,23.9,0.08,21.97,2026-07-31T00:00:00,00326W106,abrdn Global Infrastructure Income Fund,2026-07-31,XAGIX,Fixed Income - Taxable-Global Income,0.98,755.929,,Monthly,0.08556,0.22,20.0,,,,2.16,,701.65,True,True,True,False,True,False,,12.73,22.75,8.65,13.33,10.45,14.65,,,26.58,1766460,,,,,,,22.47249,2.46721,1.8900000000000001,1.24,1.4100000000000001,2026-07-31T00:00:00,2020-07-28T00:00:00,7/28/2020,1595894400,2026-07-23T00:00:00
