,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
0,IFN,-0.0471,14.377,15.08801,0.44999999999999996,1.48,1,Morningstar US CEF Asia Equity,1,abrdn Asia Limited,True,11.93,0.07,12.52,2026-03-16T00:00:00,454089103,"Aberdeen India Fund, Inc",2026-03-16,XIFNX,Equity-Asia Equity,0.28,500.895,,Quarterly,-0.05571,0.44999999999999996,15.0,,,,1.36,,505.114,True,False,True,False,True,False,,8.99,8.63,4.89,7.13,-5.29,0.29,,,6.5600000000000005,1888540,,,,,,,14.96826,-5.42605,0.36,-0.46,0.11,2026-03-16T00:00:00,1994-02-23T00:00:00,2/23/1994,761961600,2026-02-20T00:00:00
1,FAX,-0.0362,12.35955,12.823830000000001,0.16499999999999998,12.37,13,Morningstar US CEF Global Income,1,abrdn Asia Limited,True,15.44,0.12,16.02,2026-03-16T00:00:00,003009867,abrdn Asia-Pacific Income Fund Inc,2026-03-16,XFAPX,Fixed Income - Taxable-Global Income,39.18,637.404,,Monthly,0.50096,0.16499999999999998,10.0,6.4653,,,4.22,,1087.348,True,False,True,False,True,False,,7.54,12.17,-0.41000000000000003,1.9,4.06,6.76,,,16.66,1682500,,,,,7.87,4.74,15.71485,-5.45853,0.87,1.29,1.16,2026-03-16T00:00:00,1986-04-24T00:00:00,4/24/1986,514684800,2026-02-20T00:00:00
2,IAF,-0.0894,10.21277,11.21495,0.36,22.81,9,Morningstar US CEF Single Country Equity,1,abrdn Asia Limited,True,12.84,0.17,14.1,2026-03-16T00:00:00,003011111,abrdn Australia Equity Fund Inc,2026-03-16,XIAFX,Equity-Single-Country Equity,6.9,120.591,,Quarterly,0.07433000000000001,0.36,10.125,,,,1.9900000000000002,,142.245,True,False,True,False,True,False,,12.3,11.47,7.89,7.46,10.6,9.79,,,25.36,189510,,,,,,,13.20636,-9.87666,0.68,-0.27,0.18,2026-03-16T00:00:00,1985-12-12T00:00:00,12/12/1985,503193600,2026-02-20T00:00:00
3,AEF,-0.1045,9.7561,10.89494,0.21,74.66,4,Morningstar US CEF Emerging Market Equity,3,abrdn Investments Limited,True,7.71,0.3,8.61,2026-03-16T00:00:00,00301W105,abrdn Emerging Markets ex-China Fund,2026-03-16,XAEFX,Equity-Emerging Market Equity,7.17,313.037,,Quarterly,0.00111,0.21,15.0,,,,1.8599999999999999,,376.578,True,True,True,False,True,False,,26.17,30.19,6.23,8.45,23.2,24.43,,,89.06,1469680,,,,,,,6.4084200000000004,-10.54772,0.05,-1.38,-0.73,2026-03-16T00:00:00,1989-09-25T00:00:00,9/25/1989,622684800,2025-12-31T00:00:00
4,AGD,0.0077,12.26576,12.17244,0.12,24.75,5,Morningstar US CEF Global Equity,3,abrdn Investments Limited,True,11.83,0.21,11.74,2026-03-16T00:00:00,00302M106,abrdn Global Dynamic Dividend,2026-03-16,XAGDX,Equity-Global Equity,1.69,294.356,,Monthly,0.41014,0.12,20.0,,,,1.29,,297.142,True,True,True,False,True,False,,15.05,21.55,9.07,12.87,7.35,8.82,,,35.85,1260330,,,,,,,11.41207,0.38939,0.07,-0.67,-0.38,2026-03-16T00:00:00,2006-07-26T00:00:00,7/26/2006,1153872000,2026-02-20T00:00:00
5,FCO,0.1281,29.89324,26.49842,0.06999999999999999,14.05,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,3.17,0.07,2.81,2026-03-16T00:00:00,003013109,"abrdn Global Income Fund, Inc.",2026-03-16,XFCOX,Fixed Income - Taxable-Global Income,30.73,42.721,,Monthly,0.10196000000000001,0.06999999999999999,15.0,6.7676,,,4.85,,54.669,True,False,False,False,True,False,,12.13,-0.8,3.62,-2.35,3.08,16.97,,,-32.85,1157530,,,,,7.24,5.31,4.63732,50.09205,-0.74,1.6099999999999999,2.21,2026-03-16T00:00:00,1992-02-28T00:00:00,2/28/1992,699235200,2026-02-20T00:00:00
6,ASGI,0.057999999999999996,12.12121,11.45704,0.22999999999999998,35.0,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,24.09,0.72,22.77,2026-03-16T00:00:00,00326W106,abrdn Global Infrastructure Income Fund,2026-03-16,XAGIX,Fixed Income - Taxable-Global Income,0.8,761.781,,Monthly,0.2218,0.22999999999999998,20.0,,,,2.16,,725.878,True,True,True,False,True,False,,15.87,26.04,11.53,16.4,11.96,15.33,,,58.69,1759860,,,,,,,20.96249,-1.3846,1.5,0.71,1.21,2026-03-16T00:00:00,2020-07-28T00:00:00,7/28/2020,1595894400,2026-02-20T00:00:00
7,AWP,-0.0068000000000000005,12.19306,12.27621,0.12,18.44,7,Morningstar US CEF Real Estate,2,abrdn Inc.,True,11.73,0.18,11.81,2026-03-16T00:00:00,00302L207,abrdn Global Premier Properties,2026-03-16,XAWPX,Equity-Real Estate,8.01,351.186,,Monthly,0.02621,0.12,20.0,,,,2.27,,384.383,True,True,False,False,True,False,,10.21,12.99,3.13,5.79,12.09,11.26,,,18.56,1127940,,,,,,,11.7286,1.80177,-2.27,-1.67,-2.12,2026-03-16T00:00:00,2007-04-26T00:00:00,4/26/2007,1177545600,2026-02-20T00:00:00
8,HQH,-0.0824,12.7337,13.87665,0.63,21.77,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,18.16,0.24,19.79,2026-03-16T00:00:00,87911J103,abrdn Healthcare Investors,2026-03-16,XHQHX,Equity-Sector Equity,1.1,1022.213,,Quarterly,-0.04542,0.63,10.0,,,,1.11,,1113.965,True,True,True,False,True,False,,12.61,15.13,5.17,5.46,1.62,4.33,,,26.38,1940840,,,,,,,17.35084,-8.49126,0.15,-0.32,0.06,2026-03-16T00:00:00,1987-04-23T00:00:00,4/23/1987,546134400,2026-02-20T00:00:00
9,THQ,0.0045000000000000005,5.81492,5.78894,0.08639999999999999,0.61,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,17.91,0.12,17.83,2026-03-16T00:00:00,879105104,abrdn Healthcare Opportunities Fund,2026-03-16,XTHQX,Equity-Sector Equity,23.35,742.145,,Monthly,-0.04983,0.08639999999999999,20.0,4.0352,,,3.02,,963.652,True,False,True,False,True,False,,6.44,11.56,5.21,7.36,0.48,2.8200000000000003,,,3.4,1853420,,,,,7.72,,18.34487,-0.48371000000000003,0.31,-0.67,0.43,2026-03-16T00:00:00,2014-07-28T00:00:00,7/28/2014,1406505600,2026-02-20T00:00:00
