,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
0,IFN,-0.0557,14.97504,15.85903,0.44999999999999996,1.48,1,Morningstar US CEF Asia Equity,1,abrdn Asia Limited,True,11.35,-0.24,12.02,2026-03-20T00:00:00,454089103,"Aberdeen India Fund, Inc",2026-03-20,XIFNX,Equity-Asia Equity,0.28,476.543,,Quarterly,-0.05571,0.44999999999999996,15.0,,,,1.36,,504.674,True,False,False,False,True,False,,8.99,8.63,4.89,7.13,-5.29,0.29,,,6.5600000000000005,1910550,,,,,,,14.91126,-5.43387,-0.07,-0.93,-0.35000000000000003,2026-03-20T00:00:00,1994-02-23T00:00:00,2/23/1994,761961600,2026-02-20T00:00:00
1,FAX,-0.066,12.56345,13.45109,0.16499999999999998,12.37,13,Morningstar US CEF Global Income,1,abrdn Asia Limited,True,14.72,-0.23,15.76,2026-03-20T00:00:00,003009867,abrdn Asia-Pacific Income Fund Inc,2026-03-20,XFAPX,Fixed Income - Taxable-Global Income,39.57,607.68,,Monthly,0.50096,0.16499999999999998,10.0,6.4653,,,4.22,,1076.614,True,False,False,False,True,False,,7.54,12.17,-0.41000000000000003,1.9,4.06,6.76,,,16.66,1692370,,,,,7.87,4.74,15.70006,-5.45765,-0.54,-0.87,-0.4,2026-03-20T00:00:00,1986-04-24T00:00:00,4/24/1986,514684800,2026-02-20T00:00:00
2,IAF,-0.1015,10.827069999999999,12.05021,0.36,22.81,9,Morningstar US CEF Single Country Equity,1,abrdn Asia Limited,True,11.95,-0.49,13.3,2026-03-20T00:00:00,003011111,abrdn Australia Equity Fund Inc,2026-03-20,XIAFX,Equity-Single-Country Equity,7.08,112.233,,Quarterly,0.07433000000000001,0.36,10.125,,,,1.9900000000000002,,138.77,True,False,False,False,True,False,,12.3,11.47,7.89,7.46,10.6,9.79,,,25.36,200450,,,,,,,13.20944,-9.8757,-0.2,-1.1,-0.72,2026-03-20T00:00:00,1985-12-12T00:00:00,12/12/1985,503193600,2026-02-20T00:00:00
3,AEF,-0.10439999999999999,10.08403,11.26005,0.21,74.66,4,Morningstar US CEF Emerging Market Equity,3,abrdn Investments Limited,True,7.46,-0.22,8.33,2026-03-20T00:00:00,00301W105,abrdn Emerging Markets ex-China Fund,2026-03-20,XAEFX,Equity-Emerging Market Equity,7.15,302.887,,Quarterly,0.00111,0.21,15.0,,,,1.8599999999999999,,377.796,True,True,True,False,True,False,,26.17,30.19,6.23,8.45,23.2,24.43,,,89.06,1471980,,,,,,,6.44628,-10.49853,0.03,-1.2,-0.7000000000000001,2026-03-20T00:00:00,1989-09-25T00:00:00,9/25/1989,622684800,2025-12-31T00:00:00
4,AGD,0.0079,12.70962,12.60946,0.12,24.75,5,Morningstar US CEF Global Equity,3,abrdn Investments Limited,True,11.42,-0.5,11.33,2026-03-20T00:00:00,00302M106,abrdn Global Dynamic Dividend,2026-03-20,XAGDX,Equity-Global Equity,1.75,284.154,,Monthly,0.41014,0.12,20.0,,,,1.29,,286.94,True,False,True,False,True,False,,15.05,21.55,9.07,12.87,7.35,8.82,,,35.85,1270720,,,,,,,11.43713,0.53544,0.05,-0.75,-0.34,2026-03-20T00:00:00,2006-07-26T00:00:00,7/26/2006,1153872000,2026-02-20T00:00:00
5,FCO,0.1583,30.21583,26.08696,0.06999999999999999,14.05,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,3.22,-0.11,2.78,2026-03-20T00:00:00,003013109,"abrdn Global Income Fund, Inc.",2026-03-20,XFCOX,Fixed Income - Taxable-Global Income,30.96,43.394,,Monthly,0.10196000000000001,0.06999999999999999,15.0,6.7676,,,4.85,,54.265,True,False,False,False,True,False,,12.13,-0.8,3.62,-2.35,3.08,16.97,,,-32.85,1170610,,,,,7.24,5.31,4.5936,49.05406,-0.66,1.8,2.43,2026-03-20T00:00:00,1992-02-28T00:00:00,2/28/1992,699235200,2026-02-20T00:00:00
6,ASGI,0.026600000000000002,12.42683,12.10526,0.22999999999999998,35.0,13,Morningstar US CEF Global Income,2,abrdn Inc.,True,22.8,-0.59,22.21,2026-03-20T00:00:00,00326W106,abrdn Global Infrastructure Income Fund,2026-03-20,XAGIX,Fixed Income - Taxable-Global Income,0.8200000000000001,720.988,,Monthly,0.2218,0.22999999999999998,20.0,,,,2.16,,708.169,True,True,True,False,True,False,,15.87,26.04,11.53,16.4,11.96,15.33,,,58.69,1760230,,,,,,,21.03969,-1.19409,0.81,-0.43,0.17,2026-03-20T00:00:00,2020-07-28T00:00:00,7/28/2020,1595894400,2026-02-20T00:00:00
7,AWP,0.0197,12.86863,12.62051,0.12,18.44,7,Morningstar US CEF Real Estate,2,abrdn Inc.,True,11.41,-0.37,11.19,2026-03-20T00:00:00,00302L207,abrdn Global Premier Properties,2026-03-20,XAWPX,Equity-Real Estate,8.14,341.606,,Monthly,0.02621,0.12,20.0,,,,2.27,,378.396,True,False,True,False,True,False,,10.21,12.99,3.13,5.79,12.09,11.26,,,18.56,1132050,,,,,,,11.72959,1.7961900000000002,0.15,0.51,0.46,2026-03-20T00:00:00,2007-04-26T00:00:00,4/26/2007,1177545600,2026-02-20T00:00:00
8,HQH,-0.0825,13.07054,14.24534,0.63,21.77,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,17.69,-0.2,19.28,2026-03-20T00:00:00,87911J103,abrdn Healthcare Investors,2026-03-20,XHQHX,Equity-Sector Equity,1.1,1011.732,,Quarterly,-0.04542,0.63,10.0,,,,1.11,,1102.667,True,True,True,False,True,False,,12.61,15.13,5.17,5.46,1.62,4.33,,,26.38,1935700,,,,,,,17.37088,-8.4671,0.13,-0.35000000000000003,0.08,2026-03-20T00:00:00,1987-04-23T00:00:00,4/23/1987,546134400,2026-02-20T00:00:00
9,THQ,-0.0052,5.99653,6.02791,0.08639999999999999,0.61,8,Morningstar US CEF Sector Equity,2,abrdn Inc.,True,17.2,-0.24,17.29,2026-03-20T00:00:00,879105104,abrdn Healthcare Opportunities Fund,2026-03-20,XTHQX,Equity-Sector Equity,23.9,712.725,,Monthly,-0.04983,0.08639999999999999,20.0,4.0352,,,3.02,,941.454,True,False,False,False,True,False,,6.44,11.56,5.21,7.36,0.48,2.8200000000000003,,,3.4,1854310,,,,,7.72,,18.295560000000002,-0.50055,-0.01,-1.37,0.03,2026-03-20T00:00:00,2014-07-28T00:00:00,7/28/2014,1406505600,2026-02-20T00:00:00
