,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-07-26,JEQ,abrdn Japan Equity Fund,Equity-Asia Equity,5.97,6.91,-0.136
1,2023-07-26,IFN,The India Fund Inc,Equity-Asia Equity,17.07,17.02,0.0029
2,2023-07-26,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.4,8.87,-0.16570000000000001
3,2023-07-26,IIF,Morgan Stanley India Investment,Equity-Asia Equity,22.48,27.55,-0.184
4,2023-07-26,CAF,Morgan Stanley China A Share,Equity-Asia Equity,13.17,16.29,-0.19149999999999998
5,2023-07-26,TDF,Templeton Dragon,Equity-Asia Equity,9.63,11.26,-0.1448
6,2023-07-26,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.25,7.24,-0.1367
7,2023-07-26,TWN,Taiwan Fund,Equity-Asia Equity,33.935,41.45,-0.17550000000000002
8,2023-07-26,KF,Korea Fund,Equity-Asia Equity,23.61,27.87,-0.1471
9,2023-07-26,CHN,China Fund,Equity-Asia Equity,11.8701,13.64,-0.1474
10,2023-07-26,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.92,19.68,-0.0452
11,2023-07-26,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,15.4,15.54,-0.0154
12,2023-07-26,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,8.57,8.68,-0.0265
13,2023-07-26,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,11.39,11.48,-0.0060999999999999995
14,2023-07-26,NFJ,AllianzGI Div Interest &amp; Prem Common,Equity-Covered-Call Funds,12.72,14.93,-0.14800000000000002
15,2023-07-26,IGD,Voya Global Equity Dividend&amp;Prm Opp Fd,Equity-Covered-Call Funds,5.2,5.91,-0.1201
16,2023-07-26,STK,Columbia Seligman Premium Technology Gr,Equity-Covered-Call Funds,30.31,28.37,0.0684
17,2023-07-26,BOE,BlackRock Enhanced Glbl Div Trust,Equity-Covered-Call Funds,10.2,11.77,-0.1334
18,2023-07-26,BDJ,BlackRock Enhanced Dividend Achievers,Equity-Covered-Call Funds,8.36,9.02,-0.0732
19,2023-07-26,BGY,BlackRock Enhanced Intl Div Trust,Equity-Covered-Call Funds,5.49,6.25,-0.1216
20,2023-07-26,CII,BlackRock Enhanced Capital and Income,Equity-Covered-Call Funds,18.81,19.43,-0.0319
21,2023-07-26,MCN,Madison Covered Call &amp; Eq Strat,Equity-Covered-Call Funds,7.5600000000000005,7.43,0.0175
22,2023-07-26,FFA,First Trust Enhanced Equity Income,Equity-Covered-Call Funds,18.2,18.72,-0.027800000000000002
23,2023-07-26,GNT,"GAMCO Natural Resources, Gold &amp; Inc Tr",Equity-Covered-Call Funds,5.26,6.28,-0.1624
24,2023-07-26,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite,Equity-Covered-Call Funds,24.54,24.58,0.0033
25,2023-07-26,BXMX,Nuveen S&amp;P 500 Buy-Write Income,Equity-Covered-Call Funds,13.57,13.93,-0.0265
26,2023-07-26,SPXX,Nuveen S&amp;P 500 Dynamic Overwrite,Equity-Covered-Call Funds,15.9,16.52,-0.0387
27,2023-07-26,EOI,Eaton Vance Enhanced Equity Income,Equity-Covered-Call Funds,16.59,16.83,-0.0125
28,2023-07-26,EOS,Eaton Vance Enhanced Equity Income II,Equity-Covered-Call Funds,18.15,18.91,-0.0397
29,2023-07-26,ETY,Eaton Vance Tax-Managed Divrs Equity Inc,Equity-Covered-Call Funds,12.37,12.58,-0.0143
30,2023-07-26,ETB,Eaton Vance Tax-Managed Buy-Write Income,Equity-Covered-Call Funds,13.75,14.32,-0.0405
31,2023-07-26,ETV,Eaton Vance Tax-Managed Buy-Write Opp,Equity-Covered-Call Funds,13.15,13.26,-0.0083
32,2023-07-26,ETW,Eaton Vance Tx-Mgd Glbl Buy-Write Opp,Equity-Covered-Call Funds,8.26,9.13,-0.0953
33,2023-07-26,EXG,Eaton Vance Tax-Mgd Glb Divrs Equity Inc,Equity-Covered-Call Funds,8.02,8.82,-0.0928
34,2023-07-26,ETJ,Eaton Vance Risk-Mgd Divers Eq Inc,Equity-Covered-Call Funds,8.29,8.62,-0.036000000000000004
35,2023-07-26,IGA,Voya Global Advantage and Premium Opp Fd,Equity-Covered-Call Funds,8.45,9.87,-0.1378
36,2023-07-26,DIAX,Nuveen Dow 30 Dynamic Overwrite,Equity-Covered-Call Funds,14.35,16.12,-0.111
37,2023-07-26,IHD,Voya Emerging Markets High Div Eq Fd,Equity-Emerging Market Equity,5.33,6.2,-0.14029999999999998
38,2023-07-26,EMF,Templeton Emerging Markets,Equity-Emerging Market Equity,12.48,14.32,-0.1285
39,2023-07-26,CEE,The Central and Eastern Europe Fund,Equity-Emerging Market Equity,9.06,8.92,0.015700000000000002
40,2023-07-26,AEF,abrdn Emerging Markets Equity Inc,Equity-Emerging Market Equity,5.4,6.24,-0.1346
41,2023-07-26,MXE,Mexico Equity &amp; Income,Equity-Emerging Market Equity,10.49,14.72,-0.2874
42,2023-07-26,MXF,Mexico Fund,Equity-Emerging Market Equity,17.7,22.14,-0.21050000000000002
43,2023-07-26,LGI,Lazard Global Total Return and Income,Equity-Global Equity,15.71,17.97,-0.1258
44,2023-07-26,GGZ,Gabelli Global Small &amp; Mid Cap Value Tru,Equity-Global Equity,12.2596,14.55,-0.1574
45,2023-07-26,EEA,European Equity Fund,Equity-Global Equity,8.67,10.27,-0.1558
