,Date,Ticker,Fund Name,Category,Share Price,NAV,Premium / Discount
0,2023-07-24,JEQ,abrdn Japan Equity Fund,Equity-Asia Equity,5.93,6.87,-0.1368
1,2023-07-24,IFN,The India Fund Inc,Equity-Asia Equity,17.03,17.0,0.0018
2,2023-07-24,JOF,Japan Smaller Cap Fund,Equity-Asia Equity,7.32,8.81,-0.1691
3,2023-07-24,IIF,Morgan Stanley India Investment,Equity-Asia Equity,22.29,27.44,-0.1877
4,2023-07-24,CAF,Morgan Stanley China A Share,Equity-Asia Equity,12.8801,15.8,-0.1848
5,2023-07-24,TDF,Templeton Dragon,Equity-Asia Equity,9.38,10.94,-0.1426
6,2023-07-24,TWN,Taiwan Fund,Equity-Asia Equity,33.73,41.05,-0.1864
7,2023-07-24,IAE,Voya Asia Pacific High Div Eq Inc Fd,Equity-Asia Equity,6.15,7.15,-0.1399
8,2023-07-24,KF,Korea Fund,Equity-Asia Equity,23.63,27.49,-0.15289999999999998
9,2023-07-24,CHN,China Fund,Equity-Asia Equity,11.38,13.09,-0.1474
10,2023-07-24,PHYS,Sprott Physical Gold Trust Unit,Equity-Commodities,15.25,15.51,-0.014199999999999999
11,2023-07-24,PSLV,Sprott Physical Silver Trust Unit,Equity-Commodities,8.37,8.66,-0.039
12,2023-07-24,SPPP,Sprott Physical Platinum &amp; Palladium Tr,Equity-Commodities,11.25,11.47,-0.0105
13,2023-07-24,CEF,Sprott Physical Gold and Silver Trust,Equity-Commodities,18.57,19.64,-0.0499
14,2023-07-24,STK,Columbia Seligman Premium Technology Gr,Equity-Covered-Call Funds,30.21,28.21,0.0709
15,2023-07-24,EOI,Eaton Vance Enhanced Equity Income,Equity-Covered-Call Funds,16.65,16.79,-0.0083
16,2023-07-24,EOS,Eaton Vance Enhanced Equity Income II,Equity-Covered-Call Funds,18.11,18.79,-0.0362
17,2023-07-24,ETY,Eaton Vance Tax-Managed Divrs Equity Inc,Equity-Covered-Call Funds,12.43,12.55,-0.0096
18,2023-07-24,ETB,Eaton Vance Tax-Managed Buy-Write Income,Equity-Covered-Call Funds,13.83,14.31,-0.0335
19,2023-07-24,ETV,Eaton Vance Tax-Managed Buy-Write Opp,Equity-Covered-Call Funds,13.17,13.23,-0.0045000000000000005
20,2023-07-24,ETW,Eaton Vance Tx-Mgd Glbl Buy-Write Opp,Equity-Covered-Call Funds,8.3,9.12,-0.08990000000000001
21,2023-07-24,EXG,Eaton Vance Tax-Mgd Glb Divrs Equity Inc,Equity-Covered-Call Funds,8.0,8.8,-0.0909
22,2023-07-24,ETJ,Eaton Vance Risk-Mgd Divers Eq Inc,Equity-Covered-Call Funds,8.33,8.61,-0.0325
23,2023-07-24,BOE,BlackRock Enhanced Glbl Div Trust,Equity-Covered-Call Funds,10.16,11.75,-0.1353
24,2023-07-24,BDJ,BlackRock Enhanced Dividend Achievers,Equity-Covered-Call Funds,8.37,8.99,-0.069
25,2023-07-24,BGY,BlackRock Enhanced Intl Div Trust,Equity-Covered-Call Funds,5.48,6.26,-0.1246
26,2023-07-24,CII,BlackRock Enhanced Capital and Income,Equity-Covered-Call Funds,18.69,19.34,-0.0336
27,2023-07-24,MCN,Madison Covered Call &amp; Eq Strat,Equity-Covered-Call Funds,7.57,7.4,0.023
28,2023-07-24,BXMX,Nuveen S&amp;P 500 Buy-Write Income,Equity-Covered-Call Funds,13.57,13.92,-0.025099999999999997
29,2023-07-24,SPXX,Nuveen S&amp;P 500 Dynamic Overwrite,Equity-Covered-Call Funds,15.82,16.52,-0.0424
30,2023-07-24,GNT,"GAMCO Natural Resources, Gold &amp; Inc Tr",Equity-Covered-Call Funds,5.2,6.25,-0.168
31,2023-07-24,FFA,First Trust Enhanced Equity Income,Equity-Covered-Call Funds,18.21,18.52,-0.0329
32,2023-07-24,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite,Equity-Covered-Call Funds,24.56,24.39,0.0086
33,2023-07-24,DIAX,Nuveen Dow 30 Dynamic Overwrite,Equity-Covered-Call Funds,14.31,16.06,-0.1127
34,2023-07-24,IGA,Voya Global Advantage and Premium Opp Fd,Equity-Covered-Call Funds,8.51,9.87,-0.1418
35,2023-07-24,IGD,Voya Global Equity Dividend&amp;Prm Opp Fd,Equity-Covered-Call Funds,5.19,5.91,-0.1235
36,2023-07-24,NFJ,AllianzGI Div Interest &amp; Prem Common,Equity-Covered-Call Funds,12.68,14.76,-0.14429999999999998
37,2023-07-24,EMF,Templeton Emerging Markets,Equity-Emerging Market Equity,12.3,14.18,-0.1326
38,2023-07-24,MXE,Mexico Equity &amp; Income,Equity-Emerging Market Equity,10.4601,14.47,-0.2771
39,2023-07-24,AEF,abrdn Emerging Markets Equity Inc,Equity-Emerging Market Equity,5.35,6.17,-0.1329
40,2023-07-24,CEE,The Central and Eastern Europe Fund,Equity-Emerging Market Equity,9.21,8.97,0.0268
41,2023-07-24,MXF,Mexico Fund,Equity-Emerging Market Equity,17.37,21.88,-0.2082
42,2023-07-24,IHD,Voya Emerging Markets High Div Eq Fd,Equity-Emerging Market Equity,5.29,6.11,-0.1391
43,2023-07-24,RGT,Royce Global ValueTrust Fund,Equity-Global Equity,9.43,11.23,-0.1603
44,2023-07-24,LGI,Lazard Global Total Return and Income,Equity-Global Equity,15.76,17.88,-0.1186
45,2023-07-24,EEA,European Equity Fund,Equity-Global Equity,8.74,10.31,-0.1523
46,2023-07-24,FDEU,First Trust Dynamic Europe Equity Income,Equity-Global Equity,13.64,14.18,-0.0381
